From	To
Q9I1C2	879651
Q9I1L4	878457
Q9I1L5	878099
Q9I1X3	881828
Q9I234	878591
Q9I297	878244
Q9I2A0	878857
Q9I2T9	877926
Q9I2U6	880636
Q9I2V0	878790
Q9I3D1	882090
Q9I3M6	881720
Q9I3T5	879295
Q9I3W7	881141
Q9I401	880995
Q9I433	881484
Q9I441	881561
Q9I485	881330
Q9I492	881290
Q9I4G8	879547
Q9I4H2	878433
Q9I4I1	877716
Q9I4M8	879373
Q9I4W3	879525
Q9I4X3	880760
Q9I530	881895
Q9I537	880933
Q9I562	878033
Q9I5C5	879349
Q9I5F3	882036
Q9I5G7	882104
Q9I5I4	878156
Q9I5L8	878796
Q9I5Q5	882072
Q9I5R6	880759
Q9I676	882285
Q9I685	877746
Q9I694	878032
Q9I6D1	879847
Q9I6H0	878360
Q9I6J2	878357
Q9I6J9	879730
Q9I6K2	880781
Q9I6S6	879507
Q9I6Z0	879447
Q9I739	880654
Q9I757	879341
Q9I7B5	877921
Q9I7I4	42449
Q9I910	397827
Q9I935	397828
Q9IAJ6	379386
Q9JHD1	18519
Q9JHD2	14534
Q9JHE3	54447
Q9JHE4	53897
Q9JHF7	54486
Q9JHG1	56176
Q9JHH6	56373
Q9JIP7	56643
Q9JJ00	22038
Q9JJJ7	53627
Q9JJN5	93721
Q9JJZ4	56228
Q9JK42	18604
Q9JKC1	65036
Q9JL18	56175
Q9JLC3	27361
Q9JLF6	21816
Q9JLJ2	56752
Q9JLJ3	64040
Q9JLT2	58866
Q9JM51	64292
Q9JMI1	65984
Q9JMK0	56336
Q9JN36	60862051
Q9JWM8	61282366
Q9K3P6	1096525
Q9K3T2	1098566
Q9K498	1100664
Q9K499	1100663
Q9K4U1	57739715
Q9K5E4	58309212
Q9KIH9	61601883
Q9KKP2	57742411
Q9KKP2	57992454
Q9KL03	57742312
Q9KLD5	57742190
Q9KNA8	57741527
Q9KPI8	57740987
Q9KPK8	57740969
Q9KQ52	57740769
Q9KQ59	57740764
Q9KQW9	57740513
Q9KR33	57740452
Q9KSH6	57739947
Q9KTK0	57739594
Q9KUG4	57739280
Q9KVI8	57741350
Q9KVL7	57741378
Q9KXN0	1099767
Q9KYI5	1098121
Q9KZ83	1098495
Q9KZA7	1100280
Q9KZF5	1102436
Q9KZL0	1098468
Q9KZL6	1098461
Q9KZP1	1096817
Q9KZP3	1096812
Q9KZY7	1099879
Q9L035	1102458
Q9L072	1098216
Q9L0H6	1100222
Q9L0T8	1099946
Q9L1K2	1100883
Q9L5C1	61141481
Q9L5C7	59694559
Q9L8R6	45744747
Q9L9I7	1255690
Q9LBJ0	58139064
Q9LCY2	3169844
Q9LD46	5718021
Q9LDD5	826761
Q9LDF2	822140
Q9LDM9	107796783
Q9LDR4	824460
Q9LDV4	843565
Q9LE33	837811
Q9LF33	831402
Q9LF79	835815
Q9LFA6	824450
Q9LFB8	831725
Q9LFG2	824526
Q9LFM5	831003
Q9LFU1	830888
Q9LFU9	831433
Q9LFW1	831419
Q9LG26	842037
Q9LHL5	820381
Q9LHN8	820564
Q9LHS7	830496
Q9LIA0	822604
Q9LIA8	822594
Q9LIE4	821782
Q9LIH6	821394
Q9LIH7	821393
Q9LIK9	821861
Q9LIQ4	821988
Q9LIR4	821977
Q9LIS1	821967
Q9LJB4	822623
Q9LJH5	820630
Q9LJK1	821462
Q9LJK2	821461
Q9LJK3	821460
Q9LJL4	821450
Q9LJP4	822444
Q9LK23	822349
Q9LK88	822411
Q9LK94	822402
Q9LKA3	820731
Q9LKB2	820721
Q9LKJ1	836724
Q9LLL7	105163532
Q9LLY4	106441094
Q9LM08	107867571
Q9LM69	838674
Q9LML7	837237
Q9LMM0	839297
Q9LMM1	839347
Q9LMR3	838140
Q9LMU0	838368
Q9LMX8	837931
Q9LNE6	837109
Q9LNJ4	839470
Q9LNL1	840354
Q9LPC1	839289
Q9LQ04	842603
Q9LQ92	839251
Q9LQV2	838044
Q9LR29	838941
Q9LRE9	4326375
Q9LRI6	4330612
Q9LRR7	820667
Q9LRR9	820665
Q9LS01	822169
Q9LS02	822168
Q9LS03	822167
Q9LSD0	822324
Q9LSF8	822110
Q9LT69	821482
Q9LTG0	835334
Q9LTS3	835799
Q9LTX3	835061
Q9LU10	833979
Q9LU36	821677
Q9LUD9	820681
Q9LUE1	820678
Q9LUM0	820647
Q9LVF0	821710
Q9LVM4	835936
Q9LVQ0	822556
Q9LVW3	835489
Q9LVY1	833613
Q9LW27	822298
Q9LX12	830881
Q9LXD7	830834
Q9LXL5	823393
Q9LXN3	823579
Q9LY51	824760
Q9LY74	825516
Q9LY82	831298
Q9LY87	831293
Q9LYD8	831026
Q9LYG3	831039
Q9LYT7	825068
Q9LZI2	825458
Q9LZJ3	825446
Q9LZV3	831699
Q9M039	831414
Q9M040	830867
Q9M066	829790
Q9M0A5	829178
Q9M0A7	829176
Q9M0D1	829152
Q9M0D2	829151
Q9M0H6	828947
Q9M111	828081
Q9M115	826911
Q9M1E2	823707
Q9M1G8	824625
Q9M1K5	824860
Q9M1R1	825386
Q9M1S8	824637
Q9M2E2	825294
Q9M2S0	824724
Q9M2U2	824702
Q9M306	824037
Q9M325	824569
Q9M336	824557
Q9M390	824581
Q9M3B0	824083
Q9M4V2	106382435
Q9M4V2	106402120
Q9M505	100233090
Q9M563	100232986
Q9M591	824861
Q9M5K2	820984
Q9M6R6	106771852
Q9M884	820656
Q9M8S8	821206
Q9M8Y0	819579
Q9M9K1	820006
Q9M9M4	821148
Q9M9P3	821313
Q9M9V6	838468
Q9MAB5	821321
Q9MAC9	821293
Q9MAH3	841762
Q9MAJ7	841080
Q9MAQ0	840184
Q9MAT5	839393
Q9MB64	103439201
Q9MV14	102578008
Q9MZS9	397148
Q9NDH3	692567
Q9NII1	31130
Q9NPB8	56261
Q9NPD8	29089
Q9NPG8	55146
Q9NPH0	51205
Q9NPH2	51477
Q9NPI5	27231
Q9NQH7	63929
Q9NQI0	54514
Q9NQR9	57818
Q9NQV7	56979
Q9NQW5	11105
Q9NQZ7	57089
Q9NR20	8798
Q9NR22	56341
Q9NR30	9188
Q9NR34	57134
Q9NR48	55870
Q9NRQ2	57088
Q9NRR6	56623
Q9NRW1	51560
Q9NRX4	29085
Q9NRY6	57048
Q9NRY7	57047
Q9NRZ5	56895
Q9NRZ7	56894
Q9NSE4	55699
Q9NSU2	11277
Q9NTG7	23410
Q9NTI2	51761
Q9NTJ4	4123
Q9NTX5	55862
Q9NUJ1	55347
Q9NUN7	55331
Q9NUQ2	55326
Q9NUV7	55304
Q9NUW8	55775
Q9NVF9	55224
Q9NVS9	55163
Q9NW38	55120
Q9NWT6	55662
Q9NWW6	54981
Q9NWW9	54979
Q9NXI6	54546
Q9NXS2	54814
Q9NY33	10072
Q9NY84	55350
Q9NYG2	51304
Q9NYQ2	56185
Q9NYQ3	51179
Q9NYY8	22868
Q9NZ01	9524
Q9NZB8	4337
Q9NZP8	51279
Q9P0J1	54704
Q9P0P0	51255
Q9P212	51196
Q9P241	57205
Q9P2J9	57546
Q9P2R7	8803
Q9P2X0	54344
Q9P2Y5	7405
Q9P372	2542565
Q9P381	2540017
Q9P4R4	12984319
Q9P7D4	2541348
Q9P804	2540604
Q9P9H1	41711897
Q9P9H4	5952907
Q9P9H4	62886780
Q9P9I6	3625813
Q9PM78	905867
Q9PN97	905488
Q9PNU6	905285
Q9PPD9	905089
Q9PPK3	905023
Q9PPN6	29672643
Q9PT36	100136606
Q9PU40	395592
Q9QUI0	11848
Q9QXF8	14711
Q9QY15	30959
Q9QY36	56292
Q9QY93	66422
Q9QYR9	171210
Q9QYU4	117024
Q9QZ05	27103
Q9QZH4	64562
Q9QZU7	64564
Q9QZW0	320940
Q9QZX7	27364
Q9R0B9	26432
Q9R0E2	18822
Q9R0K7	11941
Q9R118	56213
Q9R1E6	18606
Q9R1J0	18194
Q9R1L5	56527
Q9R3A9	59685983
Q9R408	1096019
Q9R9V9	49870139
Q9RA63	3167975
Q9RCF2	57739490
Q9RFD6	57470606
Q9RFD6	62881477
Q9RFS6	56559060
Q9RH19	58027290
Q9RJ61	1097071
Q9RJC1	1096066
Q9RJY2	1096611
Q9RKU9	1101684
Q9RLT9	987342
Q9RQJ2	29256112
Q9S2A5	1097156
Q9S3U8	24947515
Q9S3U9	24948167
Q9S4L5	58024192
Q9S752	820135
Q9S777	842814
Q9S795	843831
Q9S7A0	821072
Q9S7D1	820339
Q9S7D8	834400
Q9S7E9	843395
Q9S7H4	830954
Q9S7I0	843202
Q9S7N2	843393
Q9S7U9	829103
Q9S7X6	832073
Q9S7Z3	834430
Q9S816	821241
Q9S9N9	838165
Q9SA14	840006
Q9SA71	839936
Q9SA77	839942
Q9SAC6	837619
Q9SAH5	844425
Q9SAJ6	844291
Q9SAK2	844284
Q9SAR0	826730
Q9SB41	828625
Q9SB48	828554
Q9SB58	828565
Q9SB60	828567
Q9SBA5	831539
Q9SCP7	824480
Q9SCU0	824331
Q9SCY0	835257
Q9SCY2	834607
Q9SD04	824308
Q9SD05	824307
Q9SD07	824305
Q9SDJ2	4326901
Q9SE20	543629
Q9SE94	541794
Q9SEG9	107821867
Q9SEH7	107799426
Q9SEI4	835941
Q9SEL7	827564
Q9SEV0	842469
Q9SF04	820368
Q9SF23	820348
Q9SF47	820113
Q9SFU3	819899
Q9SG02	824112
Q9SG92	820257
Q9SGC1	843410
Q9SGU9	842774
Q9SH30	842650
Q9SH93	818371
Q9SHJ5	837163
Q9SI61	816156
Q9SIB9	815120
Q9SIU0	815842
Q9SJ66	818157
Q9SJL9	818259
Q9SJM7	818204
Q9SK82	838846
Q9SKB3	817745
Q9SKE2	819244
Q9SKX5	818904
Q9SLA0	817104
Q9SLD2	816464
Q9SLK0	841875
Q9SLN8	107830910
Q9SLN9	543511
Q9SM02	842213
Q9SMN1	824029
Q9SMP5	824011
Q9SMT7	824060
Q9SN58	826696
Q9SN86	823906
Q9SN95	823794
Q9SNY3	836760
Q9SPD5	543660
Q9SPM5	831946
Q9SQG2	819563
Q9SR15	819617
Q9SR37	820082
Q9SR43	820069
Q9SRQ2	821249
Q9SRQ6	821244
Q9SRQ7	821243
Q9SRT9	821233
Q9SRW9	839467
Q9SRZ6	842905
Q9SS04	842897
Q9SSE9	819952
Q9SSX0	4325879
Q9STG9	829626
Q9STS1	823972
Q9STV0	828547
Q9STX2	828523
Q9STZ3	823882
Q9SU14	826884
Q9SU29	826870
Q9SU50	828504
Q9SU56	823948
Q9SU79	829093
Q9SU91	829075
Q9SUC5	827835
Q9SUG3	826367
Q9SUN3	827794
Q9SUR6	828460
Q9SV43	824660
Q9SVM9	827018
Q9SVP6	827000
Q9SVQ1	826956
Q9SW18	828611
Q9SWG0	823668
Q9SWH5	814851
Q9SX65	841252
Q9SXA6	837660
Q9SXE1	842553
Q9SXJ7	824048
Q9SXP7	839462
Q9SY55	837550
Q9SYH1	841853
Q9SYH3	841855
Q9SYJ2	827165
Q9SYJ4	828186
Q9SZB3	829473
Q9SZW7	829137
Q9SZY8	829389
Q9SZZ8	828675
Q9T003	829668
Q9T0A7	828492
Q9T0I8	830035
Q9T0J5	830043
Q9T0P4	818721
Q9TQS6	102133381
Q9TRC7	100517436
Q9TSL7	102122035
Q9TT94	280924
Q9TTF5	327677
Q9TUD6	468947
Q9U0G8	812586
Q9U1Q4	173224
Q9U297	175080
Q9U2M7	189639
Q9U915	37834
Q9UBJ2	225
Q9UBK8	4552
Q9UBM1	10400
Q9UBN7	10013
Q9UBP0	6683
Q9UBQ7	9380
Q9UBV7	11285
Q9UBZ4	27301
Q9UF12	58510
Q9UGI9	53632
Q9UGL1	10765
Q9UH17	9582
Q9UHE5	9027
Q9UHG3	51449
Q9UHJ6	23729
Q9UHL0	29118
Q9UI43	29960
Q9UIC8	51451
Q9UIJ5	51201
Q9UIV1	29883
Q9UJJ9	84572
Q9UKK9	11164
Q9UKN8	9329
Q9UKV0	9734
Q9UKV5	267
Q9ULA0	23549
Q9ULD0	55753
Q9UNE7	10273
Q9UNI1	1990
Q9UNK4	26279
Q9UNP4	8869
Q9UNP9	10450
Q9UNQ0	9429
Q9UNR6	6713
Q9UPP1	23133
Q9UPQ8	22845
Q9UQ16	26052
Q9UQ84	9156
Q9URB4	3635585
Q9URQ3	851027
Q9US55	2543277
Q9USH8	2538725
Q9USJ8	2539555
Q9USK0	2538790
Q9USK2	2539545
Q9UT75	2543065
Q9UTN3	3361384
Q9UUA2	2541213
Q9UUY8	3877285
Q9UVK7	2870872
Q9UVX3	3508953
Q9UWT5	44129548
Q9UWW1	44129563
Q9UXF1	44129769
Q9UYP5	1495740
Q9UZ51	1496690
Q9V0H1	1496163
Q9V0Q0	1495648
Q9V228	1495135
Q9V2G1	1495000
Q9V2T0	41712660
Q9V333	35744
Q9V3H2	33738
Q9V3I1	34529
Q9V436	39845
Q9V4D8	43796
Q9V6K1	36444
Q9V6L0	318918
Q9V730	36614
Q9VA70	43618
Q9VBP6	43092
Q9VBZ9	42991
Q9VCC6	42867
Q9VD44	42602
Q9VD61	42583
Q9VD62	42582
Q9VEU5	42002
Q9VEU6	42001
Q9VF53	41894
Q9VFJ3	41756
Q9VFK6	41743
Q9VFS2	41678
Q9VG42	41561
Q9VHH9	41090
Q9VHP0	45826
Q9VHR8	40996
Q9VI58	40847
Q9VIP7	250736
Q9VIZ9	35188
Q9VJK8	34977
Q9VK34	34708
Q9VKB3	34632
Q9VKY8	34397
Q9VL76	34307
Q9VL83	34300
Q9VLS7	34109
Q9VMC9	33907
Q9VMG0	33874
Q9VMJ7	33837
Q9VN89	53566
Q9VP22	40385
Q9VQB7	33424
Q9VQM4	33530
Q9VQZ6	33649
Q9VRD9	33081
Q9VRN6	38640
Q9VSM6	38986
Q9VSM7	326209
Q9VT00	39103
Q9VT57	39157
Q9VT75	39175
Q9VTJ4	3772574
Q9VTZ4	39434
Q9VU77	39514
Q9VUX3	39751
Q9VWV9	32818
Q9VYD1	32301
Q9VYE6	32285
Q9VYW6	32109
Q9VZQ8	38413
Q9W058	38261
Q9W0C4	38194
Q9W0D9	38180
Q9W0P5	38076
Q9W197	37875
Q9W2M2	45368
Q9W3C7	31805
Q9W404	31576
Q9W4M9	45064
Q9W5E0	31015
Q9W6J2	395612
Q9WTK2	12593
Q9WTN0	14593
Q9WTS2	53618
Q9WU19	15112
Q9WU79	19125
Q9WUB3	19309
Q9WUE3	56368
Q9WUP4	57357
Q9WV07	23801
Q9WV54	11886
Q9WV60	56637
Q9WVE0	11628
Q9WVK5	56386
Q9WVM8	23923
Q9X4K7	1100367
Q9X7V9	1102203
Q9X839	1101514
Q9X8R1	1099080
Q9XAP2	1099990
Q9XCL6	882647
Q9XDM4	1253579
Q9XES1	837280
Q9XEY7	547539
Q9XF43	843182
Q9XFR9	839883
Q9XFS9	836400
Q9XG81	4332319
Q9XGB7	107958826
Q9XGZ0	832657
Q9XHC6	100037459
Q9XI55	838079
Q9XI62	837985
Q9XI84	837964
Q9XIE6	842275
Q9XIG1	840946
Q9XSM1	443433
Q9XSM2	100144429
Q9XUS5	176814
Q9XUW0	180160
Q9XWN7	180290
Q9XWP6	173214
Q9XXC8	176534
Q9XXT5	179853
Q9XZ61	39102
Q9Y0Z0	33903
Q9Y119	33642
Q9Y162	32777
Q9Y169	3772101
Q9Y217	9107
Q9Y223	10020
Q9Y231	10690
Q9Y232	9425
Q9Y251	10855
Q9Y2B1	10329
Q9Y2G5	23275
Q9Y2Q0	10396
Q9Y2R2	26191
Q9Y2T3	9615
Q9Y2X8	51619
Q9Y397	51114
Q9Y3B8	25996
Q9Y3D8	102157402
Q9Y3I0	51493
Q9Y487	23545
Q9Y4C1	55818
Q9Y4K0	4017
Q9Y4X1	10941
Q9Y4X1	574537
Q9Y4X5	25820
Q9Y570	51400
Q9Y5L3	954
Q9Y5M8	58477
Q9Y5N5	29104
Q9Y5P6	29925
Q9Y5Q0	3995
Q9Y5R4	51409
Q9Y617	29968
Q9Y644	5986
Q9Y662	9953
Q9Y663	9955
Q9Y6K0	10390
Q9Y6K8	26289
Q9Y6N5	58472
Q9Y6Q9	8202
Q9Y6X5	22875
Q9Y7I4	2542768
Q9Y7X5	2540938
Q9Y802	2539805
Q9Y8C1	2872641
Q9Y8C2	2868024
Q9Y8I4	4616847
Q9YGB1	3235375
Q9YGB3	3235373
Q9YGX2	395700
Q9Z0F5	12642
Q9Z0F8	11491
Q9Z0J5	50551
Q9Z0K8	22361
Q9Z0S1	23827
Q9Z0U5	54349
Q9Z0V5	85274
Q9Z110	56454
Q9Z148	110147
Q9Z183	18602
Q9Z186	14378
Q9Z1K5	23806
Q9Z1L0	85243
Q9Z1T6	18711
Q9Z1X2	27388
Q9Z2A5	11907
Q9Z2A7	13350
Q9Z2A8	100689417
Q9Z2A9	23887
Q9Z2D1	77116
Q9Z2I9	20916
Q9Z2Q4	81522
Q9Z2V5	15185
Q9Z2W0	13437
Q9Z2Z7	100689449
Q9Z472	58309304
Q9Z4J7	880475
Q9Z4X8	1098662
Q9Z564	1100955
Q9Z565	1100954
Q9Z596	1101647
Q9Z5D4	57470595
Q9Z7D3	45050828
Q9ZBQ7	1101013
Q9ZBU1	1101588
Q9ZCD3	57569946
Q9ZCQ4	57569790
Q9ZDA0	57569567
Q9ZFE4	878311
Q9ZI86	878907
Q9ZN70	877947
Q9ZNB6	1098536
Q9ZNT0	817306
Q9ZNZ7	830292
Q9ZP06	841757
Q9ZPI5	819870
Q9ZQ94	818252
Q9ZQ99	818247
Q9ZQI7	815864
Q9ZQP1	818137
Q9ZQP2	818138
Q9ZR07	828013
Q9ZRP7	825331
Q9ZRW8	844174
Q9ZS34	107783257
Q9ZSA2	825807
Q9ZSK1	842805
Q9ZT48	830454
Q9ZTT3	547512
Q9zU29	814667
Q9ZU38	814657
Q9ZU40	814654
Q9ZU51	814644
Q9ZUC1	838984
Q9ZUX1	817315
Q9ZV19	818470
Q9ZV28	817435
Q9ZV36	817426
Q9ZV40	816395
Q9ZV87	844205
Q9ZVI7	818447
Q9ZVL6	841919
Q9ZW84	818912
Q9ZW85	818911
Q9ZW86	818910
Q9ZWP2	543506
Q9ZWT1	816619
R0GJB9	17877697
R0H4W3	17886780
R1BZP3	17258790
R1BZP3	17261413
R1FY33	17285936
R4HZ96	25485781
R4SB05	107799607
R4TFI0	15766100
R4UMR3	100528549
R4ZBK7	61438609
R4ZEC6	15613661
R9QAK3	105634679
R9TFH5	9271821
R9VY83	16385281
S0APF4	16024949
S0F349	61109951
S4S5K3	107911772
S4SCP5	105344976
S4UL39	103433949
S4ULD7	103453627
S5FMM4	3030267
S5FPI8	106136485
S5U393	60678426
S6ATV4	16511424
S6B542	105164881
S6BK49	105166432
S6BNL5	428172
S6D686	60727546
S8F3V2	7899658
S8GJB1	7897022
T0Q1Z2	19951365
T1KF23	107363798
T1KZQ3	107368746
T1L328	107369917
T2HVB4	100349360
U2ZU49	61887012
U3NEE3	771456
U3PTC5	4333033
U5LY03	4330711
U5N0S4	107939025
U5YTM6	101211324
U6CL97	57207219
V5IPE4	3872769
V5IPS5	3875308
V5IQT6	3875043
V5K6J8	107868112
V5YUM6	61710492
V6QU65	23547788
V6RPS5	23556764
V9XY47	102182591
V9XZ65	105646802
W0NWJ0	56985
W1NV63	18429611
W1PFX5	18434740
W1Q801	25772590
W1QKE8	25769523
W1QLN6	25771630
W4G0G7	20813987
W5PHZ9	101110431
W6CG84	102184608
W6E9L0	18505611
W6R265	61799627
W7MCU7	30066605
W8E036	105630648
W8P019	105050383
W8R447	101107971
W9SAM9	21389777
W9SJA3	21392134
W9SMK4	21410144
W9SPF5	21400869
W9ST04	21404773
X2JCY2	39645
X2JDJ3	34109
X5ELY0	61282038
X5IGL5	109193965
