"","uniprot","reaction","entrez"
"2911","P0A998","ID	1.16.3.2",946410
"2912","P0A9A6","ID	3.6.5.6",61752658
"2913","P0A9A6","ID	3.6.5.6",944786
"2914","P0A9B2","ID	1.2.1.12",61753060
"2915","P0A9B2","ID	1.2.1.12",947679
"2916","P0A9B6","ID	1.2.1.72",61755020
"2917","P0A9B6","ID	1.2.1.72",947413
"2918","P0A9C3","ID	5.1.3.3",61645768
"2919","P0A9C3","ID	5.1.3.3",944943
"2920","P0A9C9","ID	3.1.3.11",61755721
"2921","P0A9C9","ID	3.1.3.11",948424
"2922","P0A9H3","ID	4.1.1.18",61753783
"2923","P0A9H3","ID	4.1.1.18",948643
"2924","P0A9H7","ID	2.1.1.79",944811
"2925","P0A9I8","ID	1.7.1.15",61752455
"2926","P0A9I8","ID	1.7.1.15",947881
"2927","P0A9L3","ID	5.2.1.8",61753868
"2928","P0A9L3","ID	5.2.1.8",948726
"2929","P0A9L5","ID	5.2.1.8",61734893
"2930","P0A9L5","ID	5.2.1.8",948285
"2931","P0A9M0","ID	3.4.21.53|ID	3.6.4.7",61752336
"2932","P0A9M0","ID	3.4.21.53|ID	3.6.4.7",945085
"2933","P0A9M8","ID	2.3.1.8",61754589
"2934","P0A9M8","ID	2.3.1.8",946778
"2935","P0A9N4","ID	1.97.1.4",61754078
"2936","P0A9N4","ID	1.97.1.4",945517
"2937","P0A9P0","ID	1.8.1.4",61752639
"2938","P0A9P0","ID	1.8.1.4",944854
"2939","P0A9P6","ID	3.6.4.13",61752003
"2940","P0A9P6","ID	3.6.4.13",947674
"2941","P0A9Q5","ID	6.4.1.2",61754608
"2942","P0A9Q5","ID	6.4.1.2",946796
"2943","P0A9S3","ID	1.1.1.251",61754397
"2944","P0A9S3","ID	1.1.1.251",946598
"2945","P0A9V1","ID	7.5.2.5",61751963
"2946","P0A9V1","ID	7.5.2.5",947725
"2947","P0A9V8","ID	1.1.1.373|ID	1.1.1.61",948372
"2948","P0AA89","ID	2.7.7.65",945835
"2949","P0AAB4","ID	4.1.1.98",61755702
"2950","P0AAB4","ID	4.1.1.98",948326
"2951","P0AAI5","ID	2.3.1.179",61755202
"2952","P0AAI5","ID	2.3.1.179",946665
"2953","P0AAI9","ID	2.3.1.39",61755205
"2954","P0AAI9","ID	2.3.1.39",945766
"2955","P0AB83","ID	4.2.99.18",61753198
"2956","P0AB83","ID	4.2.99.18",947122
"2957","P0AB85","ID	2.7.1.180|ID	3.6.1.18",946711
"2958","P0AB91","ID	2.5.1.54",61751811
"2959","P0AB91","ID	2.5.1.54",945605
"2960","P0AB93","ID	7.3.2.7",61647229
"2961","P0AB93","ID	7.3.2.7",948011
"2962","P0ABB8","ID	7.2.2.14",61753900
"2963","P0ABB8","ID	7.2.2.14",948778
"2964","P0ABD3","ID	1.16.3.1",947839
"2965","P0ABD5","ID	2.1.3.15|ID	2.3.2.31",61754859
"2966","P0ABD5","ID	2.1.3.15|ID	2.3.2.31",944895
"2967","P0ABF1","ID	2.7.7.19",947318
"2968","P0ABH7","ID	2.3.3.16",61753016
"2969","P0ABH7","ID	2.3.3.16",945323
"2970","P0ABI8","ID	7.1.1.3",61752328
"2971","P0ABI8","ID	7.1.1.3",945615
"2972","P0ABJ1","ID	7.1.1.3",945080
"2973","P0ABJ6","ID	7.1.1.3",61752326
"2974","P0ABJ6","ID	7.1.1.3",944918
"2975","P0ABJ9","ID	7.1.1.7 ()",61753028
"2976","P0ABJ9","ID	7.1.1.7 ()",945341
"2977","P0ABK2","ID	7.1.1.7 ()",61753029
"2978","P0ABK2","ID	7.1.1.7 ()",945347
"2979","P0ABK5","ID	2.5.1.47",61753393
"2980","P0ABK5","ID	2.5.1.47",946877
"2981","P0ABK9","ID	1.7.2.2",61753726
"2982","P0ABK9","ID	1.7.2.2",948571
"2983","P0ABS5","ID	2.7.7.101",61752100
"2984","P0ABS5","ID	2.7.7.101",947570
"2985","P0AC16","ID	1.13.11.81|ID	4.1.2.25",61752108
"2986","P0AC16","ID	1.13.11.81|ID	4.1.2.25",947544
"2987","P0AC19","ID	5.1.99.7|ID	5.1.99.8",61754595
"2988","P0AC19","ID	5.1.99.7|ID	5.1.99.8",946781
"2989","P0AC41","ID	1.3.5.1",61753019
"2990","P0AC41","ID	1.3.5.1",945402
"2991","P0AC81","ID	4.4.1.5",61753180
"2992","P0AC81","ID	4.4.1.5",946161
"2993","P0ACC1","ID	2.1.1.297 ()",61756232
"2994","P0ACC1","ID	2.1.1.297 ()",945779
"2995","P0ACC7","ID	2.3.1.157|ID	2.7.7.23",61752888
"2996","P0ACC7","ID	2.3.1.157|ID	2.7.7.23",948246
"2997","P0ACD8","ID	1.12.99.6",61754007
"2998","P0ACD8","ID	1.12.99.6",945580
"2999","P0AD57","ID	2.5.1.90 ()|ID	2.5.1.90 ()",61751977
"3000","P0AD57","ID	2.5.1.90 ()|ID	2.5.1.90 ()",947364
"3001","P0AD62","ID	2.7.1.40",61753154
"3002","P0AD62","ID	2.7.1.40",913595
"3003","P0ADF8","ID	2.2.1.6",56816289
"3004","P0ADF8","ID	2.2.1.6",61752823
"3005","P0ADF8","ID	2.2.1.6",948183
"3006","P0ADG1","ID	2.2.1.6",61755630
"3007","P0ADG1","ID	2.2.1.6",948279
"3008","P0ADI4","ID	6.3.2.14",946178
"3009","P0ADV1","ID	2.7.8.43",61751964
"3010","P0ADV1","ID	2.7.8.43",947920
"3011","P0AEB2","ID	3.4.16.4",61756015
"3012","P0AEB2","ID	3.4.16.4",945222
"3013","P0AEC8","ID	2.7.13.3",61734626
"3014","P0AEC8","ID	2.7.13.3",948639
"3015","P0AED9","ID	2.1.1.37",946479
"3016","P0AEE3","ID	3.4.21.107",61751935
"3017","P0AEE3","ID	3.4.21.107",947865
"3018","P0AEE9","ID	2.1.1.72",61752470
"3019","P0AEE9","ID	2.1.1.72",915915
"3020","P0AEG4","ID	1.8.4.15",61755786
"3021","P0AEG4","ID	1.8.4.15",948353
"3022","P0AEI1","ID	2.8.4.3 ()",61756044
"3023","P0AEI1","ID	2.8.4.3 ()",945260
"3024","P0AEI4","ID	2.8.4.4 ()",61755937
"3025","P0AEI4","ID	2.8.4.4 ()",945465
"3026","P0AEJ2","ID	5.4.4.2",61733683
"3027","P0AEJ2","ID	5.4.4.2",945511
"3028","P0AES0","ID	3.5.1.78|ID	3.5.1.78|ID	6.3.1.8|ID	6.3.1.8",61731136
"3029","P0AES0","ID	3.5.1.78|ID	3.5.1.78|ID	6.3.1.8|ID	6.3.1.8",947474
"3030","P0AEV9","ID	3.4.23.51",61643525
"3031","P0AEV9","ID	3.4.23.51",947428
"3032","P0AEW4","ID	3.1.4.53 ()",61752131
"3033","P0AEW4","ID	3.1.4.53 ()",947515
"3034","P0AEW6","ID	2.7.1.73",61752374
"3035","P0AEW6","ID	2.7.1.73",946584
"3036","P0AEX9","ID	7.5.2.1",61753691
"3037","P0AEX9","ID	7.5.2.1",948538
"3038","P0AEY8","ID	7.6.2.2",945448
"3039","P0AF12","ID	3.2.2.16|ID	3.2.2.30 ()",61754835
"3040","P0AF12","ID	3.2.2.16|ID	3.2.2.30 ()",948542
"3041","P0AF93","ID	3.5.99.10 ()",61753901
"3042","P0AF93","ID	3.5.99.10 ()",948771
"3043","P0AFA2","ID	2.7.13.3",61756220
"3044","P0AFA2","ID	2.7.13.3",945788
"3045","P0AFG3","ID	2.2.1.5",61753021
"3046","P0AFG3","ID	2.2.1.5",945303
"3047","P0AFG6","ID	2.3.1.61",945307
"3048","P0AFI0","ID	4.1.1.8",946845
"3049","P0AFL6","ID	3.6.1.11",61753496
"3050","P0AFL6","ID	3.6.1.11",946970
"3051","P0AFS3","ID	1.5.1.50",61732662
"3052","P0AFS3","ID	1.5.1.50",949096
"3053","P0AG24","ID	2.7.6.5|ID	3.1.7.2",61752800
"3054","P0AG24","ID	2.7.6.5|ID	3.1.7.2",948159
"3055","P0AG30","ID	3.6.1.3 (deleted, enzymes previously listed under this number are now listed separately under EC 5.6 and EC 7)",61755643
"3056","P0AG30","ID	3.6.1.3 (deleted, enzymes previously listed under this number are now listed separately under EC 5.6 and EC 7)",948297
"3057","P0AG80","ID	7.6.2.10",947962
"3058","P0AGE9","ID	6.2.1.5",61753024
"3059","P0AGE9","ID	6.2.1.5",945314
"3060","P0AGJ7","ID	2.1.1.207",948119
"3061","P0C0C7","ID	4.4.1.21",57853043
"3062","P0C0H6","ID	1.1.1.205",57853535
"3063","P0C0Q1","ID	3.4.21.19",50018384
"3064","P0C0V0","ID	3.4.21.107",61754837
"3065","P0C0V0","ID	3.4.21.107",947139
"3066","P0C0Y4","ID	1.1.1.138",29119798
"3067","P0C6D3","ID	3.3.2.1",57739481
"3068","P0C6E1","ID	3.4.11.1",57741109
"3069","P0C7R2","ID	2.3.1.181",10723096
"3070","P0C870","ID	1.14.11.63",100137047
"3071","P0C872","ID	1.14.11.63",433466
"3072","P0C8Z7","ID	3.1.1.49",839764
"3073","P0CD79","ID	4.1.1.65",884488
"3074","P0CE47","ID	3.6.5.3",61730724
"3075","P0CE47","ID	3.6.5.3",947838
"3076","P0CE48","ID	3.6.5.3",61730456
"3077","P0CE48","ID	3.6.5.3",948482
"3078","P0CG30","ID	2.5.1.18",653689
"3079","P0CH95","ID	1.14.11.65",566534
"3080","P0CI75","ID	6.3.4.15",939028
"3081","P0CJ83","ID	1.16.3.2",60367655
"3082","P0CJ83","ID	1.16.3.2",61597221
"3083","P0CL19","ID	5.3.1.6",4559626
"3084","P0CT06","ID	4.1.3.1",2675603
"3085","P0CW40","ID	3.2.1.10",853235
"3086","P0CW40","ID	3.2.1.10",854635
"3087","P0CZ17","ID	3.5.1.1",850850
"3088","P0CZ17","ID	3.5.1.1",850852
"3089","P0CZ17","ID	3.5.1.1",850855
"3090","P0CZ17","ID	3.5.1.1",850857
"3091","P0DH99","ID	3.6.5.3",836161
"3092","P0DH99","ID	3.6.5.3",837307
"3093","P0DH99","ID	3.6.5.3",837308
"3094","P0DH99","ID	3.6.5.3",837309
"3095","P0DI76","ID	4.2.3.108|ID	4.2.3.109",822175
"3096","P0DI76","ID	4.2.3.108|ID	4.2.3.109",822177
"3097","P0DI77","ID	4.2.3.108|ID	4.2.3.109",822175
"3098","P0DI77","ID	4.2.3.108|ID	4.2.3.109",822177
"3099","P0DJA2","ID	1.1.1.1",58027316
"3100","P0DJA3","ID	2.4.1.10",58026222
"3101","P0DJQ3","ID	3.5.3.22",61469725
"3102","P0DKX7","ID	4.6.1.1",45387797
"3103","P0DMM5","ID	2.7.14.1 ()",58573133
"3104","P0DPI1","ID	3.4.24.69",56879027
"3105","P0DTD1","ID	2.7.7.48",43740578
"3106","P0DTT0","ID	3.6.5.3",61755775
"3107","P0DTT0","ID	3.6.5.3",948369
"3108","P10098","ID	1.97.1.12",2715604
"3109","P10121","ID	3.6.5.4",947978
"3110","P10175","ID	7.1.1.9",615757
"3111","P10253","ID	3.2.1.20",2548
"3112","P10363","ID	2.7.7.102",854825
"3113","P10378","ID	6.3.2.14",947426
"3114","P10441","ID	2.4.1.182",944838
"3115","P10475","ID	3.2.1.4",938607
"3116","P10584","ID	1.1.1.37",3168364
"3117","P10586","ID	3.1.3.48",5792
"3118","P10613","ID	1.14.14.154",3641571
"3119","P10614","ID	1.14.14.154",856398
"3120","P10621","ID	1.21.3.1",61469720
"3121","P10632","ID	1.14.14.1",1558
"3122","P10635","ID	1.14.14.1|ID	1.14.99.38",1565
"3123","P10719","ID	7.1.2.2",171374
"3124","P10746","ID	4.2.1.75",7390
"3125","P10845","ID	3.4.24.69",56879027
"3126","P10860","ID	1.4.1.3",24399
"3127","P10897","ID	7.2.1.3",317663
"3128","P10959","ID	3.1.1.1",24346
"3129","P10963","ID	4.1.1.32|ID	4.1.1.49",853972
"3130","P11142","ID	7.4.2.3",3312
"3131","P11182","ID	2.3.1.168",1629
"3132","P11245","ID	2.3.1.5",10
"3133","P11309","ID	2.7.11.1",5292
"3134","P11310","ID	1.3.8.7",34
"3135","P11349","ID	1.7.5.1",945780
"3136","P11350","ID	1.7.5.1",945808
"3137","P11353","ID	1.3.3.3",851614
"3138","P11387","ID	5.6.2.1|ID	5.99.1.2 (transferred to EC 5.6.2.1)",7150
"3139","P11413","ID	1.1.1.49",2539
"3140","P11439","ID	2.4.2.36",877850
"3141","P11446","ID	1.2.1.38",61754787
"3142","P11446","ID	1.2.1.38",948455
"3143","P11454","ID	6.3.2.14",945184
"3144","P11458","ID	2.5.1.72",61645774
"3145","P11458","ID	2.5.1.72",945351
"3146","P11506","ID	7.2.2.10",24215
"3147","P11509","ID	1.14.14.1",1548
"3148","P11511","ID	1.14.14.14",1588
"3149","P11586","ID	1.5.1.5|ID	3.5.4.9|ID	6.3.3.2|ID	6.3.4.3",4522
"3150","P11712","ID	1.14.99.38",1559
"3151","P11759","ID	1.1.1.132",879004
"3152","P11998","ID	2.5.1.78",938949
"3153","P12007","ID	1.3.8.4",24513
"3154","P12013","ID	1.1.1.343 ()",937716
"3155","P12040","ID	2.1.2.2",936045
"3156","P12047","ID	4.3.2.2",936048
"3157","P12265","ID	7.2.2.12",110006
"3158","P12268","ID	1.1.1.205",3615
"3159","P12282","ID	2.7.7.80",945452
"3160","P12425","ID	6.3.1.2",940020
"3161","P12527","ID	1.13.11.34",25290
"3162","P12530","ID	1.13.11.31",100009114
"3163","P12530","ID	1.13.11.31",100271999
"3164","P12683","ID	1.1.1.34",854900
"3165","P12798","ID	2.7.11.19|ID	2.7.11.19",100009137
"3166","P12822","ID	3.4.15.1",100009274
"3167","P12945","ID	2.3.1.255|ID	2.3.1.258|ID	2.3.1.258",851521
"3168","P12984","ID	7.1.2.2",57839130
"3169","P12984","ID	7.1.2.2",61530837
"3170","P12999","ID	2.1.1.197",945388
"3171","P13000","ID	6.3.3.3",945387
"3172","P13035","ID	1.1.1.94",947934
"3173","P13114","ID	2.3.1.74",831241
"3174","P13183","ID	7.1.1.9",100300550
"3175","P13184","ID	7.1.1.9",327688
"3176","P13188","ID	6.1.1.18|ID	6.3.5.7",854339
"3177","P13233","ID	3.1.4.37|ID	3.1.4.58",25275
"3178","P13264","ID	3.5.1.2",24398
"3179","P13298","ID	2.4.2.10",854865
"3180","P13319","ID	3.1.13.2",1258577
"3181","P13382","ID	2.7.7.7",855621
"3182","P13444","ID	2.5.1.6",25331
"3183","P13551","ID	3.6.5.3",3169680
"3184","P13587","ID	7.2.2.3",851610
"3185","P13639","ID	3.6.5.3",1938
"3186","P13661","ID	3.5.2.6",55633531
"3187","P13708","ID	2.4.1.13",547508
"3188","P13717","ID	3.1.30.2",61712806
"3189","P13798","ID	3.4.19.1",327
"3190","P13807","ID	2.4.1.11",2997
"3191","P13955","ID	1.5.1.3",59697382
"3192","P14016","ID	1.1.1.62",939508
"3193","P14061","ID	1.1.1.62",3292
"3194","P14091","ID	3.4.23.34",1510
"3195","P14137","ID	1.14.15.6",29680
"3196","P14173","ID	4.1.1.28",24311
"3197","P14174","ID	5.3.3.12",4282
"3198","P14180","ID	2.4.1.16",852326
"3199","P14384","ID	3.4.17.12",1368
"3200","P14404","ID	2.1.1.367",14013
"3201","P14407","ID	4.2.1.2|ID	4.2.1.34",948642
"3202","P14408","ID	4.2.1.2",24368
"3203","P14410","ID	3.2.1.10|ID	3.2.1.48",6476
"3204","P14540","ID	4.1.2.13",853805
"3205","P14555","ID	3.1.1.4",5320
"3206","P14604","ID	4.2.1.17|ID	5.3.3.21",140547
"3207","P14611","ID	2.3.1.9",57643537
"3208","P14618","ID	2.7.1.40",5315
"3209","P14621","ID	3.6.1.7",98
"3210","P14655","ID	6.3.1.2",4337272
"3211","P14671","ID	4.2.1.20",835571
"3212","P14697","ID	1.1.1.100|ID	1.1.1.36",57643538
"3213","P14735","ID	3.4.24.56",3416
"3214","P14742","ID	2.6.1.16",853757
"3215","P14755","ID	1.1.1.45",100009108
"3216","P14769","ID	2.4.1.87",281780
"3217","P14780","ID	3.4.24.35",4318
"3218","P14868","ID	6.1.1.12",1615
"3219","P14900","ID	6.3.2.9",944818
"3220","P14901","ID	1.14.14.18",15368
"3221","P14920","ID	1.4.3.3",1610
"3222","P14927","ID	7.1.1.8",7381
"3223","P15007","ID	4.2.1.11",33351
"3224","P15019","ID	2.2.1.2",851068
"3225","P15042","ID	6.5.1.2",946885
"3226","P15043","ID	3.6.4.12",61755683
"3227","P15043","ID	3.6.4.12",948318
"3228","P15067","ID	3.2.1.196",947941
"3229","P15085","ID	3.4.17.1",1357
"3230","P15104","ID	6.3.1.2",2752
"3231","P15105","ID	6.3.1.2",14645
"3232","P15106","ID	6.3.1.2",1097631
"3233","P15121","ID	1.1.1.188|ID	1.1.1.21",231
"3234","P15153","ID	3.6.5.2",5880
"3235","P15169","ID	3.4.17.3",1369
"3236","P15259","ID	5.4.2.11",5224
"3237","P15280","ID	2.7.7.27",4345339
"3238","P15291","ID	2.4.1.22",2683
"3239","P15304","ID	3.1.1.79",25330
"3240","P15367","ID	3.4.21.89",854840
"3241","P15374","ID	3.4.19.12",7347
"3242","P15428","ID	1.1.1.141|ID	1.3.1.48",3248
"3243","P15442","ID	2.7.11.20",851877
"3244","P15454","ID	2.7.4.8",852065
"3245","P15496","ID	5.3.3.2",855986
"3246","P15505","ID	1.4.4.2",374222
"3247","P15531","ID	2.7.4.6",4830
"3248","P15586","ID	3.1.6.14",2799
"3249","P15684","ID	3.4.11.2|ID	3.4.11.7",81641
"3250","P15723","ID	3.1.5.1",947177
"3251","P15770","ID	1.1.1.25",947776
"3252","P15917","ID	3.4.24.83",45025515
"3253","P15944","ID	3.4.21.59",100049001
"3254","P15977","ID	2.4.1.25",947923
"3255","P16035","ID	3.4.24.22",7077
"3256","P16050","ID	1.13.11.31|ID	1.13.11.33",246
"3257","P16066","ID	4.6.1.2",4881
"3258","P16067","ID	4.6.1.2",116564
"3259","P16068","ID	4.6.1.2",282433
"3260","P16095","ID	4.3.1.17",61754759
"3261","P16095","ID	4.3.1.17",946331
"3262","P16116","ID	1.1.1.188|ID	1.1.1.21",317748
"3263","P16120","ID	4.2.3.1",850420
"3264","P16142","ID	1.1.1.337",9962106
"3265","P16164","ID	1.7.3.3",397510
"3266","P16228","ID	3.4.23.34",25424
"3267","P16232","ID	1.1.1.146",25116
"3268","P16233","ID	3.1.1.3",5406
"3269","P16250","ID	5.3.1.24",1097484
"3270","P16304","ID	2.7.4.3",938508
"3271","P16330","ID	3.1.4.37",12799
"3272","P16386","ID	3.1.1.79",286879
"3273","P16422","ID	2.4.1.37|ID	2.4.1.40",4072
"3274","P16435","ID	1.6.2.4",5447
"3275","P16442","ID	2.4.1.88",28
"3276","P16455","ID	2.1.1.63",4255
"3277","P16456","ID	2.7.9.3",60900049
"3278","P16456","ID	2.7.9.3",946768
"3279","P16460","ID	6.3.4.5",11898
"3280","P16467","ID	4.1.1.1",850825
"3281","P16636","ID	3.4.24.14",24914
"3282","P16641","ID	2.7.3.4",8351992
"3283","P16659","ID	6.1.1.15",949116
"3284","P16662","ID	2.4.1.17",7364
"3285","P16675","ID	3.4.16.5",19025
"3286","P16688","ID	4.7.1.1 ()",948606
"3287","P16690","ID	2.7.4.23",948608
"3288","P16691","ID	2.3.1.286",948599
"3289","P16692","ID	3.1.4.55 ()",948600
"3290","P16858","ID	1.2.1.12",14433
"3291","P16862","ID	2.7.1.11",855245
"3292","P16870","ID	3.4.17.10",1363
"3293","P17050","ID	3.2.1.49",4668
"3294","P17105","ID	2.7.1.127",81677
"3295","P17109","ID	2.2.1.9|ID	2.2.1.9",946720
"3296","P17119","ID	5.6.1.4",856263
"3297","P17169","ID	2.6.1.16",61752887
"3298","P17169","ID	2.6.1.16",948241
"3299","P17174","ID	2.6.1.1",2805
"3300","P17178","ID	1.14.15.15",301517
"3301","P17227","ID	1.97.1.12",9073045
"3302","P17248","ID	6.1.1.2",281576
"3303","P17256","ID	2.7.1.36",81727
"3304","P17405","ID	3.1.4.12",6609
"3305","P17532","ID	1.14.16.4",21990
"3306","P17597","ID	2.2.1.6",824015
"3307","P17618","ID	1.1.1.193|ID	3.5.4.26",938945
"3308","P17649","ID	2.6.1.19",852902
"3309","P17654","ID	3.2.1.1",4330832
"3310","P17694","ID	7.1.1.2",327697
"3311","P17706","ID	3.1.3.48",5771
"3312","P17712","ID	2.7.1.2",24385
"3313","P17752","ID	1.14.16.4",7166
"3314","P17763","ID	3.4.21.91",5075725
"3315","P17802","ID	3.2.2.31",947447
"3316","P17811","ID	3.4.23.48",57977666
"3317","P17814","ID	6.2.1.12",4345054
"3318","P17844","ID	3.6.4.13",1655
"3319","P17846","ID	1.8.1.2",947231
"3320","P17888","ID	3.6.4.12",948426
"3321","P17898","ID	2.7.8.2",855593
"3322","P17906","ID	3.1.3.3",938155
"3323","P17952","ID	6.3.2.8",946153
"3324","P18054","ID	1.13.11.31",239
"3325","P18074","ID	3.6.4.12",2068
"3326","P18125","ID	1.14.14.23",25428
"3327","P18133","ID	6.3.4.21",946648
"3328","P18163","ID	6.2.1.3",25288
"3329","P18242","ID	3.4.23.5",13033
"3330","P18283","ID	1.11.1.9",2877
"3331","P18291","ID	3.4.21.79",171528
"3332","P18293","ID	4.6.1.2",18160
"3333","P18297","ID	1.1.1.153",29270
"3334","P18298","ID	2.5.1.6",171347
"3335","P18316","ID	3.5.1.5",61334821
"3336","P18405","ID	1.3.1.22|ID	1.3.99.5",6715
"3337","P18424","ID	2.3.1.43",24530
"3338","P18433","ID	3.1.3.48",5786
"3339","P18434","ID	7.2.2.19",397131
"3340","P18440","ID	2.3.1.5",9
"3341","P18640","ID	3.4.24.69",3772941
"3342","P18666","ID	2.7.11.18",50685
"3343","P18669","ID	5.4.2.11",5223
"3344","P18688","ID	2.7.11.19",100303771
"3345","P18775","ID	1.8.5.3",945508
"3346","P18819","ID	1.4.1.4",2872176
"3347","P18886","ID	2.3.1.21",25413
"3348","P18894","ID	1.4.3.3",13142
"3349","P18910","ID	4.6.1.2",24603
"3350","P18956","ID	2.3.2.2|ID	3.4.19.13",947947
"3351","P19096","ID	2.3.1.85",14104
"3352","P19097","ID	2.3.1.86",855845
"3353","P19099","ID	1.14.15.4|ID	1.14.15.5",1585
"3354","P19100","ID	1.14.14.19",403330
"3355","P19109","ID	3.6.4.13",40739
"3356","P19112","ID	3.1.3.11",24362
"3357","P19156","ID	7.2.2.19",397552
"3358","P19157","ID	2.5.1.18",14870
"3359","P19174","ID	3.1.4.11",5335
"3360","P19224","ID	2.4.1.17",54578
"3361","P19265","ID	4.3.1.7",1253979
"3362","P19358","ID	2.5.1.6",852113
"3363","P19406","ID	3.1.3.1",936265
"3364","P19414","ID	4.2.1.3",851013
"3365","P19440","ID	2.3.2.2",2678
"3366","P19483","ID	7.1.2.2",282578
"3367","P19636","ID	4.3.1.7",946925
"3368","P19638","ID	2.7.1.107",937873
"3369","P19687","ID	4.6.1.2",281216
"3370","P19801","ID	1.4.3.22",26
"3371","P19812","ID	2.3.2.26 ()",853096
"3372","P19925","ID	2.7.8.7",945194
"3373","P20020","ID	7.2.2.10",490
"3374","P20048","ID	2.7.1.108",855026
"3375","P20070","ID	1.6.2.2",25035
"3376","P20115","ID	2.3.3.16",819042
"3377","P20132","ID	4.3.1.17",10993
"3378","P20142","ID	3.4.23.3",5225
"3379","P20228","ID	4.1.1.15",38484
"3380","P20231","ID	3.4.21.59",64499
"3381","P20231","ID	3.4.21.59",7177
"3382","P20356","ID	3.6.4.12",56982586
"3383","P20425","ID	2.7.4.14",8626154
"3384","P20581","ID	3.1.2.32",880721
"3385","P20582","ID	2.3.1.262",880625
"3386","P20591","ID	3.6.5.5",4599
"3387","P20594","ID	4.6.1.2",4882
"3388","P20647","ID	7.2.2.10",100038308
"3389","P20649","ID	7.1.2.1",816413
"3390","P20717","ID	3.5.3.15",29511
"3391","P20813","ID	1.14.14.1",1555
"3392","P20815","ID	1.14.14.1",1577
"3393","P20816","ID	1.14.14.80",24306
"3394","P20817","ID	1.14.14.80",298423
"3395","P20839","ID	1.1.1.205",3614
"3396","P21151","ID	2.3.1.16",948324
"3397","P21169","ID	4.1.1.17",947457
"3398","P21170","ID	4.1.1.19",947432
"3399","P21243","ID	3.4.25.1",852873
"3400","P21266","ID	2.5.1.18",2947
"3401","P21338","ID	4.6.1.18",949065
"3402","P21372","ID	3.6.4.13",852539
"3403","P21373","ID	2.7.1.23|ID	2.7.1.86",853508
"3404","P21399","ID	4.2.1.3",48
"3405","P21437","ID	3.1.3.11",947410
"3406","P21447","ID	7.6.2.2",18671
"3407","P21499","ID	3.1.13.1",948692
"3408","P21513","ID	3.1.26.12 ()",945641
"3409","P21515","ID	3.1.4.14",949132
"3410","P21517","ID	3.2.1.20",949131
"3411","P21549","ID	2.6.1.44",189
"3412","P21575","ID	3.6.5.5",140694
"3413","P21589","ID	3.1.3.5",4907
"3414","P21620","ID	1.1.1.205",13386143
"3415","P21661","ID	3.4.21.94",18549
"3416","P21673","ID	2.3.1.57",6303
"3417","P21675","ID	2.3.1.48",6872
"3418","P21693","ID	3.6.4.13",947153
"3419","P21734","ID	2.3.2.24",851757
"3420","P21777","ID	2.7.1.11",3169721
"3421","P21812","ID	3.4.21.39",17227
"3422","P21836","ID	3.1.1.7",11423
"3423","P21874","ID	1.2.4.1",58572154
"3424","P21912","ID	1.3.5.1",6390
"3425","P21964","ID	2.1.1.6",1312
"3426","P21980","ID	2.3.2.13",7052
"3427","P22007","ID	2.5.1.58",851468
"3428","P22033","ID	5.4.99.2",4594
"3429","P22045","ID	1.1.1.188",5654147
"3430","P22071","ID	1.1.1.145|ID	5.3.3.1",360348
"3431","P22102","ID	6.3.4.13",2618
"3432","P22133","ID	1.1.1.37",853994
"3433","P22173","ID	2.7.7.48",956514
"3434","P22180","ID	7.1.2.1",543982
"3435","P22259","ID	4.1.1.49",61643806
"3436","P22259","ID	4.1.1.49",945667
"3437","P22303","ID	3.1.1.7|ID	3.5.1.13",43
"3438","P22304","ID	3.1.6.13",3423
"3439","P22307","ID	2.3.1.176",6342
"3440","P22309","ID	2.4.1.17",54658
"3441","P22310","ID	2.4.1.17",54657
"3442","P22314","ID	2.3.2.23|ID	6.2.1.45|ID	6.2.1.64",7317
"3443","P22317","ID	1.12.1.2",39976412
"3444","P22318","ID	1.12.1.2",39976413
"3445","P22320","ID	1.12.1.2",39976751
"3446","P22352","ID	1.11.1.9",2878
"3447","P22392","ID	2.7.4.6",4831
"3448","P22392","ID	2.7.4.6",654364
"3449","P22413","ID	3.6.1.9",5167
"3450","P22434","ID	3.1.4.17",852644
"3451","P22516","ID	3.6.4.12",856099
"3452","P22557","ID	2.3.1.37",212
"3453","P22567","ID	2.3.1.1",879475
"3454","P22610","ID	3.4.23.43",877861
"3455","P22674","ID	3.2.2.27",10309
"3456","P22681","ID	2.3.2.27",867
"3457","P22734","ID	2.1.1.6",24267
"3458","P22894","ID	3.4.24.34",4317
"3459","P22907","ID	2.5.1.61",15288
"3460","P22936","ID	4.2.99.18",853746
"3461","P22953","ID	3.6.4.10",831020
"3462","P22954","ID	3.6.4.10",831856
"3463","P22985","ID	1.17.1.4|ID	1.17.3.2",497811
"3464","P23188","ID	3.4.21.75",18550
"3465","P23196","ID	4.2.99.18",281630
"3466","P23220","ID	7.2.2.10",397636
"3467","P23254","ID	2.2.1.1",856188
"3468","P23258","ID	3.6.5.6",7283
"3469","P23284","ID	5.2.1.8",5479
"3470","P23368","ID	1.1.1.38",4200
"3471","P23378","ID	1.4.4.2",2731
"3472","P23434","ID	1.4.4.2",2653
"3473","P23457","ID	1.1.1.213|ID	1.1.1.50|ID	1.6.5.10",191574
"3474","P23467","ID	3.1.3.48",5787
"3475","P23468","ID	3.1.3.48",5789
"3476","P23469","ID	3.1.3.48",5791
