"","uniprot","reaction","entrez"
"7593","Q8TEA1","ID	2.1.1.202",221078
"7594","Q8TEB9","ID	3.4.21.105",84236
"7595","Q8TED1","ID	1.11.1.9",493869
"7596","Q8TEK3","ID	2.1.1.355|ID	2.1.1.360",84444
"7597","Q8THU2","ID	2.4.2.48",1476313
"7598","Q8THX4","ID	2.1.1.86",1476278
"7599","Q8TJM6","ID	2.4.99.18",1475648
"7600","Q8TJM7","ID	2.4.99.18",1475647
"7601","Q8TKU7","ID	2.5.1.76",1475190
"7602","Q8TP42","ID	3.1.11.2",1473966
"7603","Q8TPT4","ID	2.8.1.16",1473710
"7604","Q8TQ93","ID	1.8.1.8",1473546
"7605","Q8TQP8","ID	1.3.7.11",1473380
"7606","Q8TQQ6","ID	1.3.7.11",1473372
"7607","Q8TZE8","ID	3.5.1.1",41713869
"7608","Q8TZE9","ID	3.1.11.1|ID	3.1.13.4",41713868
"7609","Q8TZJ1","ID	3.1.1.1|ID	3.1.1.3",41713827
"7610","Q8TZL6","ID	5.6.1.7",41713796
"7611","Q8TZM9","ID	1.1.1.1",41713782
"7612","Q8TZP8","ID	3.2.1.54",41713759
"7613","Q8TZW4","ID	3.4.11.15",41713681
"7614","Q8U022","ID	1.5.5.2",41713617
"7615","Q8U027","ID	3.1.12.1",41713611
"7616","Q8U036","ID	3.1.26.4",41713599
"7617","Q8U063","ID	4.2.1.2",41713571
"7618","Q8U070","ID	3.6.5.4",41713562
"7619","Q8U094","ID	4.2.1.20",41713536
"7620","Q8U0Q0","ID	2.4.1.1",41713354
"7621","Q8U0Z6","ID	1.12.7.2",41713243
"7622","Q8U144","ID	3.2.2.27",41713194
"7623","Q8U1G2","ID	1.5.5.2",41713051
"7624","Q8U1H4","ID	3.2.1.14",41713039
"7625","Q8U1T6","ID	3.1.12.1",41712928
"7626","Q8U248","ID	2.1.1.256",41712814
"7627","Q8U2A4","ID	2.2.1.6",41712745
"7628","Q8U2G5","ID	3.2.1.2",41712680
"7629","Q8U3C6","ID	2.5.1.3",41712349
"7630","Q8U3I6","ID	3.1.1.3",41712281
"7631","Q8U3P6","ID	2.4.99.18",41712207
"7632","Q8U3V1","ID	3.5.1.105",41712181
"7633","Q8U3Y2","ID	1.1.1.79|ID	1.1.1.81",41712111
"7634","Q8U437","ID	4.2.99.18",41712048
"7635","Q8U438","ID	3.6.1.1",41712047
"7636","Q8U488","ID	1.1.1.41",41711993
"7637","Q8U4F6","ID	3.2.1.48",1467964
"7638","Q8U4M3","ID	2.4.1.83",1467887
"7639","Q8U4Q3","ID	3.1.4.58",41711813
"7640","Q8UGL3","ID	4.3.3.7",56370973
"7641","Q8V4Y4","ID	3.2.2.27",929066
"7642","Q8VCC2","ID	3.1.1.1",12623
"7643","Q8VCD7","ID	1.14.11.66|ID	1.14.11.69",76804
"7644","Q8VCF1","ID	3.1.3.5|ID	3.6.1.6",76025
"7645","Q8VCN3","ID	2.4.1.17",112417
"7646","Q8VCN5","ID	4.4.1.1",107869
"7647","Q8VCT4","ID	3.1.1.1",104158
"7648","Q8VD53","ID	3.5.1.23",230379
"7649","Q8VDC0","ID	6.1.1.4",102436
"7650","Q8VDG3","ID	3.1.13.4",74108
"7651","Q8VDK1","ID	3.5.1.128",27045
"7652","Q8VDP3","ID	1.14.13.225",171580
"7653","Q8VDZ4","ID	2.3.1.225",228136
"7654","Q8VEB1","ID	2.7.11.16",14773
"7655","Q8VEI3","ID	3.2.1.35",109685
"7656","Q8VGC3","ID	2.7.4.8",116600
"7657","Q8VHG0","ID	1.14.13.8",226564
"7658","Q8VHH7","ID	4.6.1.1",104111
"7659","Q8VHQ9","ID	3.1.2.20",329910
"7660","Q8VI15","ID	1.2.3.1",71724
"7661","Q8VI47","ID	7.6.2.3",12780
"7662","Q8VID5","ID	3.6.4.12",170472
"7663","Q8VIJ7","ID	1.1.1.105",107605
"7664","Q8VQA1","ID	3.1.3.16",61437633
"7665","Q8VX73","ID	5.2.1.8",8274670
"7666","Q8VXV7","ID	1.14.99.66",842582
"7667","Q8VXY9","ID	3.5.1.116",834380
"7668","Q8VY08","ID	2.1.1.233",837541
"7669","Q8VY09","ID	4.2.1.130",829548
"7670","Q8VY26","ID	1.13.11.69|ID	1.13.11.70",829417
"7671","Q8VYB7","ID	2.5.1.60",828551
"7672","Q8VYB9","ID	1.14.11.65",827933
"7673","Q8VYH2","ID	1.14.14.17",829932
"7674","Q8VYJ1","ID	6.2.1.26",839932
"7675","Q8VYK1","ID	2.7.8.7",820320
"7676","Q8VYL1","ID	2.7.4.3",833471
"7677","Q8VYP5","ID	2.3.1.225",825251
"7678","Q8VYS8","ID	2.3.1.225",835066
"7679","Q8VYW1","ID	2.7.7.19",829421
"7680","Q8VYW6","ID	2.3.2.2",830118
"7681","Q8VYX0","ID	3.5.1.127",841026
"7682","Q8VZ59","ID	1.14.13.168",832638
"7683","Q8VZB2","ID	4.2.1.134",830912
"7684","Q8VZC0","ID	4.1.1.35",824520
"7685","Q8VZC3","ID	1.2.1.88",836373
"7686","Q8VZE9","ID	2.4.1.170|ID	2.4.1.81",829561
"7687","Q8VZG7","ID	3.1.31.1",830626
"7688","Q8VZJ1","ID	2.1.1.369",830839
"7689","Q8VZR0","ID	2.7.7.2",830732
"7690","Q8W1A0","ID	2.5.1.47",547631
"7691","Q8W2N5","ID	4.2.1.121",107799697
"7692","Q8W2X5","ID	1.14.11.9",4349238
"7693","Q8W3D9","ID	1.3.1.33",4349004
"7694","Q8W3P8","ID	2.4.1.263",108341782
"7695","Q8W413","ID	3.2.1.26",818191
"7696","Q8W471","ID	6.2.1.20",827043
"7697","Q8W493","ID	1.18.1.2",838591
"7698","Q8W4H7","ID	3.6.5.3",836161
"7699","Q8W4H7","ID	3.6.5.3",837307
"7700","Q8W4H7","ID	3.6.5.3",837308
"7701","Q8W4H7","ID	3.6.5.3",837309
"7702","Q8W4J3","ID	1.8.3.2",838067
"7703","Q8W4P1","ID	2.7.11.22",836620
"7704","Q8W583","ID	3.1.2.14",843155
"7705","Q8W5G9","ID	2.7.11.1",4334206
"7706","Q8WN98","ID	1.13.99.1",397189
"7707","Q8WNR3","ID	3.1.6.8",396973
"7708","Q8WR51","ID	2.4.1.221",259529
"7709","Q8WTS6","ID	2.1.1.364",80854
"7710","Q8WU03","ID	2.3.1.13",219970
"7711","Q8WUD1","ID	3.6.5.2",84932
"7712","Q8WUI4","ID	3.5.1.98",51564
"7713","Q8WUM9","ID	7.3.2.1",6574
"7714","Q8WUX2","ID	4.3.2.7",494143
"7715","Q8WVE0","ID	2.1.1.244",221143
"7716","Q8WVN8","ID	2.3.2.24",92912
"7717","Q8WVQ1","ID	3.6.1.5",124583
"7718","Q8WXS8","ID	3.4.24.14",140766
"7719","Q8WYB5","ID	2.3.1.48",23522
"7720","Q8WZ77","ID	2.3.1.45",64921
"7721","Q8X270","ID	3.1.3.16|ID	3.1.3.48",3234695
"7722","Q8X607","ID	2.7.11.5",914849
"7723","Q8X694","ID	2.3.3.5",61752236
"7724","Q8X694","ID	2.3.3.5",914488
"7725","Q8X737","ID	4.3.2.2",61755166
"7726","Q8X737","ID	4.3.2.2",913288
"7727","Q8X8S5","ID	2.1.1.37",917152
"7728","Q8X8Y1","ID	1.1.1.267",913875
"7729","Q8X999","ID	4.2.1.2",917487
"7730","Q8X9S9","ID	1.7.1.6",917215
"7731","Q8XB60","ID	1.1.1.380|ID	1.1.1.414",913585
"7732","Q8XDW9","ID	1.4.1.4",61732694
"7733","Q8XDW9","ID	1.4.1.4",917776
"7734","Q8XIQ9","ID	3.6.1.1",29570581
"7735","Q8XPV7","ID	1.13.12.19",60504429
"7736","Q8XVU6","ID	4.1.1.11",60502233
"7737","Q8XWC7","ID	3.5.1.97 ()",60502053
"7738","Q8XYC3","ID	3.5.2.20",60501361
"7739","Q8Y2J8","ID	1.14.18.1",60499843
"7740","Q8Y389","ID	1.5.1.20",60499601
"7741","Q8Y4H4","ID	1.14.99.53",987365
"7742","Q8Y5E4","ID	2.7.7.85",61165441
"7743","Q8Y5E4","ID	2.7.7.85",984739
"7744","Q8Y5F1","ID	1.3.98.5|ID	1.3.98.5",984744
"7745","Q8Y5F6","ID	3.5.1.25",988008
"7746","Q8Y5G2","ID	4.3.3.6",984461
"7747","Q8Y5J3","ID	3.5.1.24",984795
"7748","Q8Y678","ID	3.1.3.16",985901
"7749","Q8Y6G5","ID	3.6.4.13",985584
"7750","Q8Y7K4","ID	3.1.26.4",985073
"7751","Q8Y8D7","ID	2.7.1.23",986453
"7752","Q8Y8E8","ID	3.5.1.25",986776
"7753","Q8YAR3","ID	3.1.4.59",986050
"7754","Q8YAU9","ID	7.1.1.5",984962
"7755","Q8YFS0","ID	4.2.3.1",3787244
"7756","Q8Z9U1","ID	1.3.1.9",49788065
"7757","Q8Z9U1","ID	1.3.1.9",57974620
"7758","Q8ZAE4","ID	1.1.1.336",57974840
"7759","Q8ZD36","ID	2.1.1.229",57975933
"7760","Q8ZFT7","ID	2.3.1.180",49785523
"7761","Q8ZFT7","ID	2.3.1.180",57976974
"7762","Q8ZFU4","ID	3.5.2.3",57976984
"7763","Q8ZH62","ID	1.1.1.267",57977513
"7764","Q8ZIE7","ID	6.3.2.4",49787305
"7765","Q8ZIE7","ID	6.3.2.4",57974058
"7766","Q8ZNC4","ID	4.1.1.116",1253882
"7767","Q8ZRC0","ID	3.4.21.92",1251969
"7768","Q90611","ID	3.4.24.24",386583
"7769","Q90623","ID	3.1.3.53",396020
"7770","Q90WG6","ID	2.7.7.43|ID	2.7.7.92",100135794
"7771","Q91000","ID	3.4.21.75",395457
"7772","Q91549","ID	2.7.11.17",399284
"7773","Q91UM2","ID	3.2.2.27",3707565
"7774","Q91UZ4","ID	1.14.11.29 ()",112407
"7775","Q91V01","ID	2.3.1.23",14792
"7776","Q91VE0","ID	6.2.1.3",26569
"7777","Q91VE3","ID	3.4.21.117",23993
"7778","Q91VF2","ID	2.1.1.8",140483
"7779","Q91VL8","ID	3.6.5.2",57321
"7780","Q91VY5","ID	1.14.11.66|ID	1.14.11.69",193796
"7781","Q91WC3","ID	6.2.1.3",216739
"7782","Q91WF3","ID	4.6.1.1",104110
"7783","Q91WG8","ID	3.2.1.183",50798
"7784","Q91WN4","ID	1.14.13.9",98256
"7785","Q91WU5","ID	2.1.1.137",57344
"7786","Q91XE0","ID	2.3.1.13|ID	2.3.1.71",107146
"7787","Q91XQ5","ID	2.8.2.33",77590
"7788","Q91XU3","ID	2.7.1.149",117150
"7789","Q91YE2","ID	1.14.11.29 ()",112406
"7790","Q91YE3","ID	1.14.11.29 ()",112405
"7791","Q91YP2","ID	3.4.24.16",75805
"7792","Q91ZI8","ID	1.21.99.3",107585
"7793","Q91ZQ5","ID	3.1.1.64",19892
"7794","Q92058","ID	3.1.3.1",396317
"7795","Q92074","ID	2.4.1.38",396121
"7796","Q920A5","ID	3.4.16.5",74617
"7797","Q920F5","ID	4.1.1.9",85239
"7798","Q920L2","ID	1.3.5.1",157074
"7799","Q92185","ID	2.4.99.8",6489
"7800","Q922B1","ID	3.1.1.106",107227
"7801","Q922B2","ID	6.1.1.12",226414
"7802","Q922E4","ID	2.7.7.14",68671
"7803","Q922S4","ID	3.1.4.17",207728
"7804","Q923E4","ID	2.3.1.286",93759
"7805","Q923M1","ID	1.8.4.11",29447
"7806","Q92410","ID	2.4.1.15",3646699
"7807","Q92484","ID	3.1.4.1|ID	3.1.4.12",10924
"7808","Q924C3","ID	3.1.4.1|ID	3.6.1.9",85496
"7809","Q924L9","ID	6.3.2.17",100689022
"7810","Q924X2","ID	2.3.1.21",12895
"7811","Q924X7","ID	2.7.11.1",117229
"7812","Q924Z4","ID	2.3.1.24",76893
"7813","Q92506","ID	1.1.1.100",7923
"7814","Q92523","ID	2.3.1.21",1375
"7815","Q92551","ID	2.7.4.21",9807
"7816","Q92560","ID	3.4.19.12",8314
"7817","Q925U2","ID	4.4.1.20",114097
"7818","Q92626","ID	1.11.1.7",7837
"7819","Q92729","ID	3.1.3.48",10076
"7820","Q92743","ID	3.4.21.107",5654
"7821","Q92769","ID	3.5.1.98",3066
"7822","Q92793","ID	2.3.1.48",1387
"7823","Q92794","ID	2.3.1.48",7994
"7824","Q927C4","ID	7.1.1.7 ()",61190592
"7825","Q927C4","ID	7.1.1.7 ()",987101
"7826","Q92830","ID	2.3.1.48",2648
"7827","Q92835","ID	3.1.3.86",3635
"7828","Q92841","ID	3.6.4.13",10521
"7829","Q92887","ID	7.6.2.2|ID	7.6.2.2|ID	7.6.2.3",1244
"7830","Q92900","ID	3.6.4.13",5976
"7831","Q92932","ID	3.1.3.48",5799
"7832","Q92979","ID	2.1.1.257",10436
"7833","Q92989","ID	2.7.1.78",10978
"7834","Q92993","ID	2.3.1.48",10524
"7835","Q92KZ3","ID	1.1.1.263|ID	1.1.1.292",61604764
"7836","Q92LF6","ID	1.14.11.56|ID	1.14.11.56",61604569
"7837","Q92MM4","ID	5.1.1.10|ID	5.1.1.15",61604045
"7838","Q92NH0","ID	2.7.1.215",61603699
"7839","Q92NK1","ID	1.5.1.20",61603663
"7840","Q92PC8","ID	1.14.99.40 (transferred to EC 1.13.11.79)",61603312
"7841","Q92R47","ID	3.1.26.3",61602532
"7842","Q92RB3","ID	1.1.5.2",61602447
"7843","Q92SA6","ID	2.7.4.1",61601981
"7844","Q92UV7","ID	1.2.1.3",61600944
"7845","Q92UV8","ID	3.11.1.2",25013068
"7846","Q92UV8","ID	3.11.1.2",61600943
"7847","Q92WA3","ID	5.1.3.5",61600448
"7848","Q92XZ6","ID	3.1.1.6",61599834
"7849","Q92Y75","ID	3.5.1.16",61599761
"7850","Q93096","ID	3.1.3.16",7803
"7851","Q93100","ID	2.7.11.19",5257
"7852","Q93244","ID	2.5.1.47",181209
"7853","Q93379","ID	1.8.1.7",175467
"7854","Q93968","ID	5.1.1.18 ()",187970
"7855","Q93AL8","ID	4.2.1.175",45609431
"7856","Q93AM0","ID	5.6.1.9",45609433
"7857","Q93HS4","ID	1.14.19.61",23087757
"7858","Q93J06","ID	3.1.1.3",1102951
"7859","Q93J76","ID	4.2.2.2",1098255
"7860","Q93JJ3","ID	3.1.4.46",1097402
"7861","Q93LQ9","ID	3.5.2.6",56982589
"7862","Q93PD9","ID	2.4.2.53",49785666
"7863","Q93RU6","ID	4.2.2.2",1097314
"7864","Q93UN8","ID	1.16.1.1",56327489
"7865","Q93UN8","ID	1.16.1.1",61645298
"7866","Q93V56","ID	3.6.1.1",839579
"7867","Q93V61","ID	3.1.1.32",821286
"7868","Q93VC3","ID	1.14.20.4",4325716
"7869","Q93VK0","ID	4.1.1.49",819609
"7870","Q93VK5","ID	1.14.14.158",840067
"7871","Q93VV0","ID	2.3.1.225",820088
"7872","Q93W54","ID	2.1.1.100",830731
"7873","Q93WC9","ID	2.5.1.112",825486
"7874","Q93WX6","ID	2.8.1.7",837370
"7875","Q93WY5","ID	2.5.1.18",4347319
"7876","Q93WZ2","ID	1.13.11.58 ()",107919998
"7877","Q93X16","ID	2.5.1.16",102587738
"7878","Q93XN8","ID	3.1.3.24",824399
"7879","Q93XQ4","ID	2.1.1.53",109236517
"7880","Q93XR3","ID	4.2.1.92",103495195
"7881","Q93Y23","ID	1.14.13.237",842554
"7882","Q93Y37","ID	3.2.1.209",839879
"7883","Q93YF5","ID	2.1.1.368",107761901
"7884","Q93YN9","ID	2.7.1.158",834292
"7885","Q93YU6","ID	2.1.1.228",824778
"7886","Q93Z20","ID	7.4.2.5",842516
"7887","Q93ZA0","ID	1.1.1.294",826942
"7888","Q93ZA3","ID	1.21.3.3",839958
"7889","Q93ZB9","ID	1.2.1.50|ID	1.2.1.84",829521
"7890","Q93ZC5","ID	5.3.99.6",837888
"7891","Q93ZC9","ID	2.7.1.43",819902
"7892","Q93ZD7","ID	7.2.2.14",825066
"7893","Q93ZF6","ID	2.3.2.27",828444
"7894","Q93ZQ3","ID	3.1.1.23",825495
"7895","Q93ZR1","ID	2.3.1.48",835098
"7896","Q93ZR6","ID	2.3.1.20",833704
"7897","Q93ZW0","ID	1.1.1.49",837465
"7898","Q940S3","ID	2.7.7.23",839993
"7899","Q941T1","ID	1.2.1.41",4324853
"7900","Q941T9","ID	2.7.7.13",4327472
"7901","Q94272","ID	3.7.1.2",180918
"7902","Q944B6","ID	1.3.1.78",833436
"7903","Q944C2","ID	3.1.4.11",835983
"7904","Q944H0","ID	2.1.1.103",841281
"7905","Q94502","ID	3.2.1.207",8617122
"7906","Q94515","ID	1.14.19.17",33836
"7907","Q948T6","ID	4.4.1.5",4344858
"7908","Q949H4","ID	3.5.1.5",547672
"7909","Q949P1","ID	1.14.14.137",827663
"7910","Q949P2","ID	3.4.24.70",830919
"7911","Q949Q0","ID	1.1.1.8",818664
"7912","Q949U1","ID	1.14.14.42",838211
"7913","Q949Y3","ID	3.1.3.2",833406
"7914","Q94A06","ID	2.7.12.2",828713
"7915","Q94A08","ID	2.4.1.82",824919
"7916","Q94A82","ID	3.6.1.22",832129
"7917","Q94A97","ID	2.3.2.23",844224
"7918","Q94AF2","ID	4.2.1.136|ID	4.2.1.93",832035
"7919","Q94AH8","ID	2.4.1.15",843130
"7920","Q94AM1","ID	3.4.24.70",836688
"7921","Q94AP0","ID	3.5.2.5",825836
"7922","Q94AR8","ID	4.2.1.33",826975
"7923","Q94B35","ID	1.17.7.4",829585
"7924","Q94B70","ID	2.7.7.9",824770
"7925","Q94B74","ID	3.6.1.13",834816
"7926","Q94BT0","ID	2.4.1.14",832150
"7927","Q94C49","ID	2.3.1.225",828372
"7928","Q94CE5","ID	2.6.1.19|ID	2.6.1.96",821784
"7929","Q94EE9","ID	4.1.1.25",4325604
"7930","Q94EV7","ID	2.7.12.2",100383746
"7931","Q94F00","ID	3.1.3.25",840007
"7932","Q94F12","ID	3.1.26.3",820583
"7933","Q94F30","ID	3.4.22.68 ()",827269
"7934","Q94F88","ID	2.1.1.37",843313
"7935","Q94FB9","ID	7.6.2.4",830144
"7936","Q94FM7","ID	1.14.14.149",107759261
"7937","Q94FY7","ID	5.5.1.24",829413
"7938","Q94FY8","ID	5.5.1.24",541877
"7939","Q94IB8","ID	2.3.1.50",829800
"7940","Q94IB9","ID	3.5.1.23",828328
"7941","Q94ID1","ID	2.5.1.112",821943
"7942","Q94ID2","ID	2.5.1.112",832023
"7943","Q94ID3","ID	2.5.1.112",843175
"7944","Q94JM2","ID	2.7.4.8",819794
"7945","Q94JQ3","ID	2.1.2.1",829387
"7946","Q94JQ4","ID	3.5.99.10 ()",821584
"7947","Q94JQ6","ID	2.4.1.12",836595
"7948","Q94K43","ID	1.14.13.237",842551
"7949","Q94M06","ID	2.7.7.48",984327
"7950","Q95L14","ID	5.3.99.3",282019
"7951","Q95M12","ID	3.4.22.34",281281
"7952","Q95M37","ID	2.4.1.17",403629
"7953","Q95N05","ID	3.1.1.1",403643
"7954","Q95NK3","ID	1.14.13.9",692509
"7955","Q95QK3","ID	1.14.11.68",181111
"7956","Q95QQ4","ID	2.1.2.3|ID	3.5.4.10",177576
"7957","Q95R35","ID	3.4.11.1",326188
"7958","Q960A1","ID	1.2.3.1",24104108
"7959","Q960X4","ID	2.3.1.48",31362
"7960","Q961W5","ID	3.4.11.1",326187
"7961","Q96242","ID	4.2.1.92",834273
"7962","Q96253","ID	7.1.2.2",841590
"7963","Q96301","ID	2.4.1.255",820327
"7964","Q96323","ID	1.14.20.4",828387
"7965","Q96330","ID	1.14.20.6",830765
"7966","Q969I3","ID	2.3.1.68",92292
"7967","Q969M7","ID	2.3.2.34",140739
"7968","Q969P6","ID	5.6.2.1",116447
"7969","Q969S2","ID	3.2.2.23",252969
"7970","Q969T4","ID	2.3.2.23|ID	2.3.2.24",10477
"7971","Q969V5","ID	2.3.2.27",79594
"7972","Q969W0","ID	2.3.1.50|ID	2.3.1.50",171546
"7973","Q969W1","ID	2.3.1.225",84287
"7974","Q969Z3","ID	1.7.2.1",54996
"7975","Q96A70","ID	4.1.1.19",113451
"7976","Q96AB6","ID	3.5.1.121",123803
"7977","Q96AT9","ID	5.1.3.1",6120
"7978","Q96AX2","ID	3.6.5.2",326624
"7979","Q96B02","ID	2.3.2.24|ID	2.3.2.25",55284
"7980","Q96BH1","ID	2.3.2.27",64320
"7981","Q96BW1","ID	2.4.2.9",139596
"7982","Q96DE0","ID	3.6.1.62",131870
"7983","Q96DG6","ID	3.1.1.45",134147
"7984","Q96DP5","ID	2.1.2.9",123263
"7985","Q96DU7","ID	2.7.1.127",80271
"7986","Q96E22","ID	2.5.1.87",116150
"7987","Q96EF0","ID	3.1.3.95 ()",55613
"7988","Q96EK6","ID	2.3.1.4",64841
"7989","Q96EP0","ID	2.3.2.31",55072
"7990","Q96FC9","ID	3.6.4.12|ID	3.6.4.13",1663
"7991","Q96FL9","ID	2.4.1.41",79623
"7992","Q96G23","ID	2.3.1.24|ID	2.3.1.297",29956
"7993","Q96GA7","ID	4.3.1.17",113675
"7994","Q96GX9","ID	4.2.1.109",51074
"7995","Q96HA8","ID	3.5.1.122",55093
"7996","Q96HS1","ID	3.1.3.16",192111
"7997","Q96HY7","ID	1.2.4.2",55526
"7998","Q96I15","ID	4.4.1.16",51540
"7999","Q96I59","ID	6.1.1.22",79731
"8000","Q96IV0","ID	3.5.1.52",55768
"8001","Q96J02","ID	2.3.2.26 ()",83737
"8002","Q96KN2","ID	3.4.13.20",84735
"8003","Q96KP4","ID	3.4.13.18",55748
"8004","Q96KQ7","ID	2.1.1.355|ID	2.1.1.355|ID	2.1.1.356",10919
"8005","Q96L73","ID	2.1.1.357",64324
"8006","Q96LA8","ID	2.1.1.319",55170
"8007","Q96LI5","ID	3.1.13.4",246175
"8008","Q96LR5","ID	2.3.2.24",7325
"8009","Q96LW4","ID	2.7.7.102",201973
"8010","Q96NR8","ID	1.1.1.105|ID	1.1.1.300",145226
"8011","Q96PB1","ID	2.3.1.45",64921
"8012","Q96PD6","ID	2.3.1.22",116255
"8013","Q96PM5","ID	2.3.2.27",25898
"8014","Q96PU5","ID	2.3.2.26 ()",23327
"8015","Q96PZ0","ID	5.4.99.27",54517
"8016","Q96Q15","ID	2.7.11.1",23049
"8017","Q96Q83","ID	1.14.11.33|ID	1.14.11.54",221120
"8018","Q96RR1","ID	3.6.4.12",56652
"8019","Q96RV2","ID	2.4.1.212",3038
"8020","Q96SL4","ID	1.11.1.9",2882
"8021","Q96SZ5","ID	1.13.11.19",84890
"8022","Q96UH7","ID	4.1.2.13",9099250
"8023","Q96UP2","ID	2.1.1.260",2886681
"8024","Q96WV9","ID	2.7.11.23",2540239
"8025","Q96WX4","ID	2.1.1.142|ID	2.1.1.41",28937883
"8026","Q96XE0","ID	1.1.1.1",1460661
"8027","Q96XE7","ID	3.8.1.2",1460654
"8028","Q96XN9","ID	2.7.1.45",1460561
"8029","Q96XP0","ID	1.2.1.9",1460560
"8030","Q96XT4","ID	1.2.7.11|ID	1.2.7.11",1460516
"8031","Q96Y68","ID	1.2.7.11|ID	1.2.7.11",1460382
"8032","Q96YC2","ID	5.1.3.42",1460327
"8033","Q96YD0","ID	3.2.2.27",1460319
"8034","Q96YR7","ID	3.6.4.12",1460178
"8035","Q96YZ3","ID	2.7.1.165",1460098
"8036","Q96Z02","ID	3.1.1.1|ID	3.1.1.88",1460089
"8037","Q96ZM7","ID	2.3.3.16",1459862
"8038","Q96ZY7","ID	1.1.1.119",1459750
"8039","Q970L2","ID	3.5.2.6",1459625
"8040","Q970S6","ID	2.7.7.87 ()",1459561
"8041","Q971R4","ID	3.6.4.12",1459315
"8042","Q972A9","ID	1.1.1.95",1459217
"8043","Q972D2","ID	1.4.3.16",1459193
"8044","Q973G2","ID	2.4.99.18",1458902
"8045","Q973H2","ID	5.4.99.15",1458891
"8046","Q974L0","ID	1.1.99.6",1458598
"8047","Q974S5","ID	2.3.3.16",1458532
"8048","Q974V0","ID	1.2.99.8|ID	1.2.99.8",1458507
"8049","Q975C8","ID	1.3.1.84",1458422
"8050","Q975F9","ID	2.7.7.23",42799991
"8051","Q975R3","ID	4.6.1.16",1458281
"8052","Q976E4","ID	5.4.2.13",42799725
"8053","Q976G4","ID	6.5.1.1",42799707
"8054","Q979C6","ID	2.4.99.18",1441352
"8055","Q979W2","ID	1.1.1.360",1441159
"8056","Q97CA5","ID	2.7.6.1",1441683
"8057","Q97D83","ID	1.11.1.1",45000095
"8058","Q97DZ0","ID	1.11.2.4",44999824
"8059","Q97GB9","ID	1.15.1.2",44998928
"8060","Q97H22","ID	4.4.1.5",44998671
"8061","Q97JE3","ID	4.1.2.9",44997848
"8062","Q97LU2","ID	1.3.1.44",44996971
"8063","Q97M41","ID	3.2.1.172|ID	3.2.1.179",44996870
"8064","Q97SR4","ID	2.5.1.31",60232682
"8065","Q97SR4","ID	2.5.1.31",61430680
"8066","Q97TX6","ID	4.2.1.20",27427452
"8067","Q97U21","ID	1.1.1.47",44128920
"8068","Q97U30","ID	1.2.1.9",44128911
"8069","Q97U35","ID	1.1.1.26",44128906
"8070","Q97UH8","ID	3.2.1.21|ID	3.2.1.52",1453060
"8071","Q97UH8","ID	3.2.1.21|ID	3.2.1.52",25403273
"8072","Q97UI1","ID	3.2.1.31",44128757
"8073","Q97UI4","ID	3.2.1.37",44128754
"8074","Q97UK5","ID	3.2.1.24",1453027
"8075","Q97UK5","ID	3.2.1.24",44128729
"8076","Q97UL6","ID	2.7.4.2",44128717
"8077","Q97UT7","ID	1.14.15.24",44128634
"8078","Q97UT9","ID	5.5.1.19",44128632
"8079","Q97V40","ID	2.7.9.2",44128540
"8080","Q97V46","ID	6.3.4.14",44128534
"8081","Q97VD6","ID	3.4.19.1",44128420
"8082","Q97VS5","ID	4.1.1.32",44128260
"8083","Q97VS8","ID	2.5.1.3",44128256
"8084","Q97VT7","ID	3.1.1.25|ID	3.1.1.81 ()|ID	3.1.8.1",44128246
"8085","Q97VU1","ID	3.1.1.1",44128242
"8086","Q97VW1","ID	3.1.1.1",7808887
"8087","Q97W02","ID	2.7.7.7",44128166
"8088","Q97W92","ID	2.5.1.82",44128070
"8089","Q97W95","ID	2.4.2.7",44128067
"8090","Q97WH6","ID	3.2.2.1",44127977
"8091","Q97WS1","ID	3.4.23.42",27428373
"8092","Q97X08","ID	3.2.1.4",7809963
"8093","Q97XP4","ID	3.5.2.9",44130426
"8094","Q97YF5","ID	2.3.1.190",27427736
"8095","Q97YF6","ID	2.3.1.190",27427735
"8096","Q97YG7","ID	3.2.1.4|ID	3.2.1.8",1454369
"8097","Q97YI7","ID	2.3.3.9",27427704
"8098","Q97YI8","ID	4.1.3.1",27427703
"8099","Q97YX6","ID	3.1.22.4",44130107
"8100","Q97Z77","ID	2.4.99.18",44129983
"8101","Q97Z79","ID	3.6.5.3",44129981
"8102","Q97ZD7","ID	2.7.1.40",27427302
"8103","Q97ZF1","ID	2.5.1.46",44129899
"8104","Q97ZJ3","ID	4.2.1.11",44129843
"8105","Q97ZJ7","ID	3.6.1.15|ID	3.6.4.6",44129839
"8106","Q97ZY9","ID	2.7.11.1",44129410
"8107","Q980A5","ID	3.6.5.3",44129392
"8108","Q980B8","ID	2.7.7.6",44129377
"8109","Q980D2","ID	2.7.1.36",44129357
"8110","Q980N1","ID	1.1.1.34",44129232
"8111","Q980Q4","ID	2.4.2.9",44129202
"8112","Q980S1","ID	5.4.2.2|ID	5.4.2.8",44129176
"8113","Q980S6","ID	6.3.4.2",44129171
"8114","Q980T5","ID	5.3.4.1",44129161
"8115","Q988B7","ID	1.1.1.107",1229902
"8116","Q988B9","ID	3.1.1.27",1229900
"8117","Q988C8","ID	1.1.99.42|ID	1.2.1.100",1229891
"8118","Q988C9","ID	1.1.99.42",1229890
