"Accession","pvalue","for_change","Type","Values"
"A2AQN4",0.0132001486263407,-0.503333333333333,"C3H.HeJ_6",-0.55
"F6Q8D3",0.00999404734299753,-0.236666666666667,"C3H.HeJ_6",0.06
"Q80WW9",0.0345481877390438,-0.25,"C3H.HeJ_6",0.12
"P01878",0.137265162806331,-0.706666666666667,"C3H.HeJ_6",0.19
"Q64471",0.891284329429938,0.0299999999999999,"C3H.HeJ_6",-0.69
"P62305",0.677646167694805,-0.0633333333333333,"C3H.HeJ_6",0.16
"A0A1Y7VM56",0.0249222778680868,-0.31,"C3H.HeJ_6",0.19
"Q3UED7",0.0314174112326729,-0.566666666666667,"C3H.HeJ_6",-0.13
"P46664",0.3022054975507,-0.0766666666666667,"C3H.HeJ_6",-0.03
"Q9QZC8",0.333804686302347,-0.703333333333334,"C3H.HeJ_6",2.51
"Q9DC50",0.482003118616648,-0.11,"C3H.HeJ_6",0.09
"Q61009",0.565527646720297,-0.136666666666667,"C3H.HeJ_6",0.76
"G3X8T3",0.774810905179557,0.03,"C3H.HeJ_6",-0.23
"A0A0R4J050",0.200823869972987,-0.196666666666667,"C3H.HeJ_6",0.14
"O35226-2",0.0668291338168408,0.1,"C3H.HeJ_6",0.03
"P27808",0.122000899614684,-0.413333333333333,"C3H.HeJ_6",0.43
"Q91VM9",0.582184707021909,-0.103333333333333,"C3H.HeJ_6",-0.01
"F6VW30",0.44545728849497,0.226666666666667,"C3H.HeJ_6",-0.63
"Q9DCD0",0.746686365255633,-0.133333333333333,"C3H.HeJ_6",0.14
"Q924M7",0.198939755052645,0.383333333333333,"C3H.HeJ_6",-0.01
"Q9EQ80",0.447608721778084,0.446666666666667,"C3H.HeJ_6",-0.66
"A2A9I0",0.912381045096505,0.02,"C3H.HeJ_6",0.23
"Q8VDK1",0.0496371452603278,-0.13,"C3H.HeJ_6",-0.37
"P22907",0.114729625014756,-0.316666666666667,"C3H.HeJ_6",0.11
"Q9DBN5",0.106571567704029,0.32,"C3H.HeJ_6",-0.09
"Q8BGD9",0.0154426668633813,0.18,"C3H.HeJ_6",-0.23
"O35490",0.288804242066566,0.0933333333333334,"C3H.HeJ_6",0.04
"P52430",0.0995395105480163,-0.373333333333333,"C3H.HeJ_6",0.45
"Q9JHK4",0.861488515479839,0.0666666666666667,"C3H.HeJ_6",-0.27
"Q61545",0.0935017820827194,0.2,"C3H.HeJ_6",0.39
"P97450",0.469982619813002,-0.113333333333333,"C3H.HeJ_6",0.26
"A0A286YDA2",0.0722893549775551,0.406666666666667,"C3H.HeJ_6",0.4
"Q99JB2",0.140408832110537,-0.32,"C3H.HeJ_6",0.12
"A2AVJ7",0.0383107069205158,-0.263333333333333,"C3H.HeJ_6",0.08
"P14901",0.0101014386671958,0.346666666666667,"C3H.HeJ_6",-0.24
"O35488",0.0540708627882707,-0.266666666666667,"C3H.HeJ_6",0.27
"Q5SUR0",0.0457590636043429,-0.16,"C3H.HeJ_6",-0.23
"Q8VCW8",0.000196368084068224,1.05666666666667,"C3H.HeJ_6",-1.4
"A0A0R4J094",0.0260022904167028,-0.63,"C3H.HeJ_6",0.75
"Q6PA06",0.251716198437439,0.133333333333333,"C3H.HeJ_6",-0.14
"Q8BL66",0.00594688545834408,-0.216666666666667,"C3H.HeJ_6",0.06
"O35309",0.347571273657634,-0.08,"C3H.HeJ_6",-0.17
"Q91WS4",0.928130245109894,-0.0500000000000003,"C3H.HeJ_6",3.5
"Q3TJZ6",0.461552089907909,0.153333333333333,"C3H.HeJ_6",0.13
"Q8R1S9",0.198750353311944,-0.443333333333333,"C3H.HeJ_6",-0.19
"Q8VDJ3",0.00454252162125885,-0.213333333333333,"C3H.HeJ_6",0.35
"Q5FW57",0.00837376984368721,-1.35,"C3H.HeJ_6",0.46
"Q3U2P1",0.529153975218465,-0.106666666666667,"C3H.HeJ_6",-0.33
"P84078",0.441929582055651,-0.07,"C3H.HeJ_6",0.37
"Q9QYA2",0.135094419944492,-0.22,"C3H.HeJ_6",0.38
"P46935",0.144393363816355,0.23,"C3H.HeJ_6",-0.28
"Q9CQZ5",0.797737506278208,0.0366666666666667,"C3H.HeJ_6",-0.05
"Q99PT1",0.38971909526526,0.0833333333333333,"C3H.HeJ_6",-0.14
"Q8CAQ8",0.545424437985967,0.0366666666666667,"C3H.HeJ_6",-0.11
"Q8K2M0",0.467595600745479,0.116666666666667,"C3H.HeJ_6",-0.16
"P04938",0.00891364599644224,-2.59666666666667,"C3H.HeJ_6",-0.16
"Q8JZR0",0.0228568286107804,-0.633333333333333,"C3H.HeJ_6",0.4
"Q8R2K3",0.0437284973605382,0.523333333333333,"C3H.HeJ_6",-0.11
"Q3B7Z2",0.738361368047095,-0.0233333333333333,"C3H.HeJ_6",0.07
"Q9D6Y9",0.180966447638632,-0.123333333333333,"C3H.HeJ_6",-0.26
"Q8CG76",0.128539724874182,-0.26,"C3H.HeJ_6",-0.1
"Q8CFX3",0.3132643286672,-0.273333333333333,"C3H.HeJ_6",0.05
"A2AIX1",0.983337133445621,-0.00666666666666665,"C3H.HeJ_6",0.24
"Q14C51",0.124679535641014,0.376666666666667,"C3H.HeJ_6",-0.21
"Q04750",0.0276543013421432,0.393333333333333,"C3H.HeJ_6",-0.13
"P26369",0.83625905445868,0.0566666666666667,"C3H.HeJ_6",0.07
"Q8BU14",0.355562925748176,-0.283333333333333,"C3H.HeJ_6",-0.05
"Q80V03",0.00409863910563649,-0.386666666666667,"C3H.HeJ_6",0.52
"Q9CWS0",0.873176150533252,-0.05,"C3H.HeJ_6",-1.13
"P05201",0.409903139699872,0.106666666666667,"C3H.HeJ_6",0.03
"F6V6T4",0.217676928670505,0.19,"C3H.HeJ_6",0.04
"Q61646",0.0132631575547783,1.04333333333333,"C3H.HeJ_6",0.08
"P47915",0.0379458630593172,-0.72,"C3H.HeJ_6",-1.03
"Q9DCS9",0.137863073640477,0.373333333333333,"C3H.HeJ_6",0
"Q8K0D5",0.254354032510264,-0.426666666666667,"C3H.HeJ_6",-0.1
"Q9JJU8",0.0143002373903855,0.596666666666667,"C3H.HeJ_6",0.08
"A0A1B0GS68",0.406798499543319,-0.186666666666667,"C3H.HeJ_6",0.16
"Q8BP40",0.1199085492208,-0.26,"C3H.HeJ_6",0.21
"Q91WT9",0.274655167708672,-0.136666666666667,"C3H.HeJ_6",0.33
"Q9CR00",0.00486219380436462,0.273333333333333,"C3H.HeJ_6",0
"P26883",0.300925564369378,0.123333333333333,"C3H.HeJ_6",0.21
"Q3U3J1",0.00835038810046696,0.316666666666667,"C3H.HeJ_6",0.68
"P67984",0.0690947856007978,0.116666666666667,"C3H.HeJ_6",0.23
"Q9DCN1",0.326672536768787,-0.213333333333333,"C3H.HeJ_6",0.48
"Q9CPR4",0.0848282315267993,-0.256666666666667,"C3H.HeJ_6",0.14
"P35979",0.543081404946054,-0.0766666666666667,"C3H.HeJ_6",-0.11
"Q9Z2V4",0.141678077918539,0.306666666666667,"C3H.HeJ_6",0.03
"Q80W54",0.598989033633276,-0.0766666666666667,"C3H.HeJ_6",0.33
"Q9EP89",0.0156326225437466,0.543333333333333,"C3H.HeJ_6",-0.08
"Q569X9",0.0234567471738115,0.73,"C3H.HeJ_6",-0.44
"Q9WVT6",0.0696294640808074,-0.403333333333333,"C3H.HeJ_6",0.14
"P29351-2",0.514517225920004,-0.276666666666667,"C3H.HeJ_6",0.12
"P02463",0.856634847009781,-0.123333333333333,"C3H.HeJ_6",-0.75
"P01872",0.0313621704837155,-0.87,"C3H.HeJ_6",1.34
"Q91VR5",0.228659623152522,0.15,"C3H.HeJ_6",0.05
"Q5SXR6",0.00648491720940536,0.136666666666667,"C3H.HeJ_6",0.04
"Q91WL5",0.0265184035941163,0.236666666666667,"C3H.HeJ_6",-0.12
"Q01339",0.323576107070844,0.123333333333333,"C3H.HeJ_6",0.46
"Q8BWF0",0.476834194448237,-0.0333333333333333,"C3H.HeJ_6",-0.09
"O89079",0.0885687129391886,-0.223333333333333,"C3H.HeJ_6",0.08
"Q8BMS1",0.0119162634194484,-0.18,"C3H.HeJ_6",0.23
"O89086",0.0786291879358828,-0.463333333333333,"C3H.HeJ_6",0.57
"Q61033",0.232499395781751,0.196666666666667,"C3H.HeJ_6",-0.36
"Q91YN5",0.662019568115156,0.0866666666666667,"C3H.HeJ_6",0.04
"Q9CXF0",0.0948702063008176,-0.206666666666667,"C3H.HeJ_6",-0.2
"Q9DBS5",0.521002924730318,-0.0733333333333333,"C3H.HeJ_6",-0.21
"P70296",2.38357849190533e-05,1.18666666666667,"C3H.HeJ_6",-1.25
"Q8R2P8",0.155999247505377,0.0833333333333333,"C3H.HeJ_6",-0.11
"Q6GT24",0.623760647771316,-0.976666666666667,"C3H.HeJ_6",-4.82
"Q99JY0",0.000203801838998427,-0.296666666666667,"C3H.HeJ_6",0.18
"Q91YR1",0.0739658777181788,0.43,"C3H.HeJ_6",-0.65
"Q6NZC7",0.300252318356845,-0.07,"C3H.HeJ_6",0.11
"Q8K3J1",0.985158895963683,0.00333333333333334,"C3H.HeJ_6",-0.09
"Q05816",0.01737019822236,-1.27333333333333,"C3H.HeJ_6",2.1
"Q8BTY1",0.0227181564126158,-0.913333333333333,"C3H.HeJ_6",0.03
"Q64378",0.0705359632251764,0.46,"C3H.HeJ_6",-0.43
"P16406",0.931105020301305,-0.02,"C3H.HeJ_6",0.01
"P62754",0.132053463022603,-0.22,"C3H.HeJ_6",0.4
"K3W4M4",0.401862155517024,0.156666666666667,"C3H.HeJ_6",0.14
"Q8K182",0.868973455728616,-0.04,"C3H.HeJ_6",0.21
"P00397",0.315577480564587,0.153333333333333,"C3H.HeJ_6",-0.04
"Q3U2G2",0.0327467925982586,0.133333333333333,"C3H.HeJ_6",0.04
"Q9JIM1-2",0.607671073235021,-0.0566666666666666,"C3H.HeJ_6",-0.06
"Q8K169",0.0108599193650434,0.67,"C3H.HeJ_6",-0.63
"Q3TBW2",0.691688392571037,-0.04,"C3H.HeJ_6",0.17
"P01837",0.0427359850818331,-0.516666666666667,"C3H.HeJ_6",0.04
"O35452",0.556533741054416,0.0766666666666667,"C3H.HeJ_6",0.18
"Q8VBZ3",0.0718792886017726,0.18,"C3H.HeJ_6",0.14
"A0A1B0GRV0",0.370158439535502,-0.0733333333333333,"C3H.HeJ_6",0.14
"P06745",0.00671551709057282,0.256666666666667,"C3H.HeJ_6",0.17
"Q8BG73",0.341666560387725,0.126666666666667,"C3H.HeJ_6",0.14
"Q78IK2",0.321097595198757,0.216666666666667,"C3H.HeJ_6",0.17
"A0JNU3",0.48008471107467,-0.07,"C3H.HeJ_6",-0.12
"Q62261",0.548890945201218,0.0266666666666667,"C3H.HeJ_6",-0.03
"O35685",0.00150521104130544,0.633333333333333,"C3H.HeJ_6",-0.22
"A2ABY3",0.0163452466131023,-0.373333333333333,"C3H.HeJ_6",0.2
"Q9EPL8",0.357812674899767,0.146666666666667,"C3H.HeJ_6",0.02
"Q9R099",0.206124864662236,-0.106666666666667,"C3H.HeJ_6",0.12
"Q8R4H7",0.266674721478387,0.206666666666667,"C3H.HeJ_6",0.04
"Q9CQ69",0.00658997740764319,-0.403333333333333,"C3H.HeJ_6",0.18
"P97379",0.0767049784556752,0.246666666666667,"C3H.HeJ_6",-0.36
"A2A5R2",0.78541713936072,0.0533333333333333,"C3H.HeJ_6",-0.45
"Q6ZWV3",0.0729438940442801,-0.126666666666667,"C3H.HeJ_6",0.18
"Q91VD9",0.152451591865013,-0.12,"C3H.HeJ_6",0.07
"Q9WUZ9",0.0228875819662465,0.226666666666667,"C3H.HeJ_6",-0.29
"P61164",0.962967895821642,0.00333333333333333,"C3H.HeJ_6",-0.12
"P41317",0.453113141792825,0.3,"C3H.HeJ_6",0.29
"Q9Z2U1",0.0964561403887288,0.0933333333333333,"C3H.HeJ_6",-0.06
"Q6PHQ8",0.182322980998083,2.27333333333333,"C3H.HeJ_6",0.13
"Q3URS9",0.748709097031797,0.0566666666666666,"C3H.HeJ_6",-0.31
"Q5XJY5",0.0282028777024912,-0.19,"C3H.HeJ_6",0.06
"Q8BWM0",0.490981851885415,-0.413333333333333,"C3H.HeJ_6",-0.08
"Q05915",0.352486245610254,-0.323333333333333,"C3H.HeJ_6",-0.43
"Q91VT4",0.0969025702249189,-0.173333333333333,"C3H.HeJ_6",0.37
"Q05421",0.137285938263798,0.05,"C3H.HeJ_6",0.17
"Q9CXN7",0.267429736305855,0.17,"C3H.HeJ_6",-0.13
"Q99LB2",0.400954710627058,-0.0866666666666667,"C3H.HeJ_6",0.13
"Q8CHR6",0.118157762215247,-0.233333333333333,"C3H.HeJ_6",0.14
"O70194",0.142393800871364,-0.61,"C3H.HeJ_6",0.19
"Q9DAU1",0.0932395787902161,-0.233333333333333,"C3H.HeJ_6",0.17
"Q8K268",0.423010505149336,-0.113333333333333,"C3H.HeJ_6",0.08
"Q9DB20",0.13880536822762,-0.296666666666667,"C3H.HeJ_6",0.05
"Q8CGS6",0.00552201211278416,0.546666666666667,"C3H.HeJ_6",-0.46
"P62843",0.369501744442895,-0.0666666666666667,"C3H.HeJ_6",0.22
"Q9D1I5",0.762116126459083,0.04,"C3H.HeJ_6",-0.33
"E9Q2S0",0.494517703271309,0.123333333333333,"C3H.HeJ_6",-0.31
"Q62087",0.551212410471341,0.126666666666667,"C3H.HeJ_6",0.2
"Q91X34",0.480150804802183,0.0433333333333333,"C3H.HeJ_6",0.02
"Q9CQE1",0.0506640819579042,-0.183333333333333,"C3H.HeJ_6",0.59
"P43275",0.457005145180419,-0.11,"C3H.HeJ_6",0.1
"P97315",0.0377037277947992,0.293333333333333,"C3H.HeJ_6",0
"Q8C2Q7",0.153823121615034,-0.173333333333333,"C3H.HeJ_6",0.18
"Q8BT60",0.385420257158272,-0.246666666666667,"C3H.HeJ_6",-0.31
"P16460",0.0336062514164257,0.253333333333333,"C3H.HeJ_6",-0.55
"Q80X90",0.413394645106802,-0.0566666666666667,"C3H.HeJ_6",0.09
"P62830",0.403619711986553,-0.08,"C3H.HeJ_6",0.26
"Q6XVG2",0.961032232365011,0.0133333333333333,"C3H.HeJ_6",-0.7
"Q00898",0.0089498682735523,-5.32666666666667,"C3H.HeJ_6",1.4
"Q64374",0.107775439994831,-0.256666666666667,"C3H.HeJ_6",-0.29
"Q9QXT0",0.158635120774131,0.243333333333333,"C3H.HeJ_6",-0.24
"Q8BGQ7",0.0092599106494463,0.0966666666666667,"C3H.HeJ_6",-0.06
"Q91WU5",0.0678204342216945,0.64,"C3H.HeJ_6",-1.13
"Q91YP3",0.0229066500834137,-0.506666666666667,"C3H.HeJ_6",0.25
"P70274",0.388100548976121,-0.186666666666667,"C3H.HeJ_6",-0.03
"Q07417",0.103830187541751,-0.156666666666667,"C3H.HeJ_6",0.17
"Q61233",0.0174850946905942,0.273333333333333,"C3H.HeJ_6",-0.32
"P62331",0.857881529566854,-0.03,"C3H.HeJ_6",0.17
"Q9D1D4",0.168980442637425,-0.186666666666667,"C3H.HeJ_6",0.07
"P01027",0.932783430490776,-0.00333333333333334,"C3H.HeJ_6",-0.02
"Q8VCC1",0.015758861628858,-0.793333333333333,"C3H.HeJ_6",0.01
"P06802-2",0.0214230598479591,-0.523333333333333,"C3H.HeJ_6",0.18
"Q80W22",0.0872635748556995,0.43,"C3H.HeJ_6",-0.97
"Q61166",0.420869715031722,-0.106666666666667,"C3H.HeJ_6",-0.06
"Q64458",0.0335864287875611,0.863333333333333,"C3H.HeJ_6",-0.06
"A2A7S7",0.578795882206737,0.173333333333333,"C3H.HeJ_6",-0.05
"Q5F285",0.106647065990858,0.126666666666667,"C3H.HeJ_6",0.34
"O35129",0.815029702874082,0.0233333333333333,"C3H.HeJ_6",-0.03
"P19157",0.077695067650059,0.37,"C3H.HeJ_6",0.68
"G3X925",0.0780923231582272,0.36,"C3H.HeJ_6",0.3
"Q99LY9",0.675257999984043,0.0533333333333333,"C3H.HeJ_6",0.11
"Q62189",0.239537417242809,0.183333333333333,"C3H.HeJ_6",-0.31
"P97372",0.297257873443902,-0.133333333333333,"C3H.HeJ_6",-0.25
"B7ZNH7",0.00940872903629789,-0.37,"C3H.HeJ_6",0.4
"P53994",0.106472757455612,-0.223333333333333,"C3H.HeJ_6",0.15
"E9Q317",0.042317327255925,0.146666666666667,"C3H.HeJ_6",0.05
"P19096",0.042178686607441,-0.753333333333333,"C3H.HeJ_6",0.44
"Q9EQH2",0.199009615400222,-0.333333333333333,"C3H.HeJ_6",0.02
"Q9CYW4",0.0385320140722471,-0.456666666666667,"C3H.HeJ_6",0.37
"P02535-3",0.0158657222348785,1.71333333333333,"C3H.HeJ_6",-0.62
"P40336",0.332359688893245,0.21,"C3H.HeJ_6",-0.18
"Q8BK64",0.186350071974529,0.2,"C3H.HeJ_6",-0.1
"Q9ESP1",0.539407623686982,-0.0866666666666667,"C3H.HeJ_6",0.06
"Q8R050",0.00742082375487481,-0.226666666666667,"C3H.HeJ_6",0.17
"P70404",0.107425153708911,-0.16,"C3H.HeJ_6",-0.11
"P48678",0.0377201296966971,0.22,"C3H.HeJ_6",0.18
"Q6P5E4",0.790218173679923,0.0266666666666667,"C3H.HeJ_6",0.24
"Q8BYK6-3",0.535471681769803,-0.0166666666666667,"C3H.HeJ_6",-0.09
"E9QKR0",0.914088050643632,-0.01,"C3H.HeJ_6",-0.02
"O08788",0.768658609758617,0.0333333333333333,"C3H.HeJ_6",-0.25
"A0A1B0GRP7",0.364897115626149,0.233333333333333,"C3H.HeJ_6",-0.14
"Q8R016",0.135774870384765,0.143333333333333,"C3H.HeJ_6",-0.36
"P58281-2",0.0138233953938505,-0.16,"C3H.HeJ_6",-0.11
"Q9ERG0",0.281559222445569,0.2,"C3H.HeJ_6",-0.06
"Q8R3R8",0.143935085681988,0.126666666666667,"C3H.HeJ_6",-0.12
"Q8VCI5",0.906076890192736,0.0133333333333333,"C3H.HeJ_6",0.09
"G5E8U1",0.389261307481871,0.183333333333333,"C3H.HeJ_6",-0.44
"P27773",0.816519908619633,0.0166666666666667,"C3H.HeJ_6",0.25
"O08997",0.000281211805625776,0.993333333333333,"C3H.HeJ_6",0.19
"P70694",0.00090478957594456,-0.443333333333333,"C3H.HeJ_6",0.04
"P56480",0.0260604014375528,-0.2,"C3H.HeJ_6",0.17
"Q3UFF7",0.271446441070604,0.136666666666667,"C3H.HeJ_6",-0.3
"Q9DCQ2",0.597163334464899,0.08,"C3H.HeJ_6",-0.15
"A0A0R4J1E2",0.190063899358711,0.16,"C3H.HeJ_6",-0.25
"B2RPU8",0.0183467875827126,-0.626666666666667,"C3H.HeJ_6",-0.05
"P50544",0.440844508817556,0.0633333333333334,"C3H.HeJ_6",0.14
"Q9D6J5",0.828445787648476,-0.02,"C3H.HeJ_6",0.13
"P97807-2",0.20006416620268,0.163333333333333,"C3H.HeJ_6",-0.31
"Q9CQN1",0.0134277881129098,0.25,"C3H.HeJ_6",-0.03
"P15116",0.434551809749235,0.12,"C3H.HeJ_6",0.19
"Q9Z0J0",0.0431300611196353,-0.353333333333333,"C3H.HeJ_6",0.25
"P00920",0.93380498169881,0.02,"C3H.HeJ_6",0.22
"Q9D7N9",0.162735478033975,0.196666666666667,"C3H.HeJ_6",-0.04
"Q8R1B4",0.560692813580242,-0.0366666666666667,"C3H.HeJ_6",0.1
"Q9JIF7",0.68947076258942,0.0233333333333333,"C3H.HeJ_6",0.12
"Q9QYC7",0.0141610218058954,-0.49,"C3H.HeJ_6",-0.47
"P49443",0.444307529897431,-0.34,"C3H.HeJ_6",0.77
"Q9QZQ8",0.489529478131711,0.0266666666666667,"C3H.HeJ_6",0.22
"Q8BIQ5",0.135311781131893,0.33,"C3H.HeJ_6",-0.6
"Q8CIN4",0.0326369899056862,-0.216666666666667,"C3H.HeJ_6",0.14
"P14152",0.30081727506035,-0.136666666666667,"C3H.HeJ_6",-0.19
"P97855",0.956588866729467,-0.00333333333333333,"C3H.HeJ_6",-0.01
"E9QP56",0.0241408265250004,0.25,"C3H.HeJ_6",0.05
"P62334",0.431446491927655,0.0866666666666667,"C3H.HeJ_6",-0.11
"P51658",0.374112851871776,0.0966666666666667,"C3H.HeJ_6",-0.15
"A3KMP2",0.00596104121705442,-0.853333333333333,"C3H.HeJ_6",0.62
"Q9WUM4",0.308118055709447,0.406666666666667,"C3H.HeJ_6",-0.21
"P97364",0.447086199021792,-0.0566666666666667,"C3H.HeJ_6",0.16
"Q9D2V7",0.677235273470451,-0.06,"C3H.HeJ_6",-0.27
"P38060",0.0659556345743476,-0.28,"C3H.HeJ_6",0.21
"P30999",0.846199806580794,-0.02,"C3H.HeJ_6",-0.08
"P07759",0.00256791325556588,0.823333333333333,"C3H.HeJ_6",-0.21
"P09405",0.0060042707176982,0.296666666666667,"C3H.HeJ_6",0.19
"P04117",0.0398994749148444,0.473333333333333,"C3H.HeJ_6",0
"Q02780",0.157488131024022,0.393333333333333,"C3H.HeJ_6",-0.75
"P48758",0.287554230073945,0.19,"C3H.HeJ_6",-0.46
"E9PVA8",0.729200906114366,0.0233333333333333,"C3H.HeJ_6",-0.18
"F6YVP7",0.0154646848793291,-0.21,"C3H.HeJ_6",0.3
"Q05D44",0.00240239019135041,-0.496666666666667,"C3H.HeJ_6",-0.09
"P61161",0.020452547618222,0.176666666666667,"C3H.HeJ_6",-0.12
"Q6NXL1",0.11192313922443,-0.143333333333333,"C3H.HeJ_6",0.09
"P35550",0.0490579739254983,0.466666666666667,"C3H.HeJ_6",0.3
"Q99K23",0.131967625210859,0.283333333333333,"C3H.HeJ_6",-0.13
"P97823",0.850010351288374,0.0266666666666667,"C3H.HeJ_6",-0.34
"Q8C1B7",0.405978453436562,0.236666666666667,"C3H.HeJ_6",0.2
"P84099",0.826163947887894,0.0333333333333333,"C3H.HeJ_6",-0.26
"P60229",0.369953466513741,0.0866666666666667,"C3H.HeJ_6",0.07
"Q60597",0.00768555240221287,0.133333333333333,"C3H.HeJ_6",-0.08
"O08749",0.0440225650915526,-0.143333333333333,"C3H.HeJ_6",0.22
"Q921G7",0.0914834016259695,-0.196666666666667,"C3H.HeJ_6",0.07
"E9PVU0",0.696936472192715,0.0366666666666667,"C3H.HeJ_6",0.06
"Q99JI6",0.295639094814314,0.233333333333333,"C3H.HeJ_6",-0.29
"P47857-3",0.307831871286638,0.213333333333333,"C3H.HeJ_6",-0.29
"Q91YQ5",0.00219203203642504,-0.256666666666667,"C3H.HeJ_6",0.3
"Q9WV54",0.204814728955774,-0.37,"C3H.HeJ_6",-0.03
"Q9DCU9",0.711783633533442,0.0333333333333333,"C3H.HeJ_6",-0.06
"Q5FW60",0.0101715759924347,1.2,"C3H.HeJ_6",-1.37
"P23953",0.242433841083273,0.333333333333333,"C3H.HeJ_6",-1.28
"Q9ERK4",0.949011148047208,0.00666666666666667,"C3H.HeJ_6",0.07
"Q8VCU2",0.0288253111024845,-0.406666666666667,"C3H.HeJ_6",0.06
"Q9CZD3",0.412353670017044,0.16,"C3H.HeJ_6",-0.21
"P62874",0.0829407284224732,0.113333333333333,"C3H.HeJ_6",-0.02
"Q6IRU5-2",0.0503347385782476,0.173333333333333,"C3H.HeJ_6",0.06
"D3Z3Z2",0.798777781146523,-0.05,"C3H.HeJ_6",0.21
"E9Q0S6",0.781036274181387,0.0233333333333333,"C3H.HeJ_6",-0.14
"P45591",0.932265637947644,-0.0133333333333333,"C3H.HeJ_6",-0.03
"A2ADY9",0.515237504397688,-0.156666666666667,"C3H.HeJ_6",-0.34
"P62137",0.664042634057069,0.0266666666666667,"C3H.HeJ_6",-0.03
"P62281",0.0757191367643648,-0.24,"C3H.HeJ_6",0.36
"Q8QZR5",0.0427143243623262,0.19,"C3H.HeJ_6",-0.16
"Q07797",0.724387234318278,-0.0433333333333333,"C3H.HeJ_6",-0.08
"P60843",0.91891054350666,-0.01,"C3H.HeJ_6",0.19
"A0A286YCI8",0.344286083461916,0.316666666666667,"C3H.HeJ_6",-0.21
"P32921-2",0.690948346538586,0.0633333333333334,"C3H.HeJ_6",-0.04
"Q78IK4",0.315767028331224,-0.0566666666666667,"C3H.HeJ_6",-0.15
"P61979-2",0.222994896559979,0.0733333333333333,"C3H.HeJ_6",0.09
"Q3UEL5",0.101376174990055,-0.17,"C3H.HeJ_6",-0.06
"Q9CPT4",0.215712620374258,-0.25,"C3H.HeJ_6",0.42
"D3Z3G6",0.828422580134506,0.02,"C3H.HeJ_6",0.11
"Q8VE95",0.443834070077303,0.123333333333333,"C3H.HeJ_6",0.18
"Q3UZZ6",0.00450939413724901,0.83,"C3H.HeJ_6",-0.41
"Q68FG2",0.0250501527388273,-0.173333333333333,"C3H.HeJ_6",-0.06
"A0A140T8J4",0.0752784529533116,-0.37,"C3H.HeJ_6",-0.06
"P26350",0.927901066681849,-0.02,"C3H.HeJ_6",0.11
"Q03265",0.00436007275353865,-0.296666666666667,"C3H.HeJ_6",0.24
"Q61694",0.221274280947575,-0.25,"C3H.HeJ_6",2.5
"P70441",0.00162609106203869,-0.443333333333333,"C3H.HeJ_6",0.09
"Q5D073",0.234067246832752,0.19,"C3H.HeJ_6",-0.07
"P20108",0.216183680871943,0.13,"C3H.HeJ_6",-0.02
"Q3UWL8",0.245644520427623,-0.0566666666666667,"C3H.HeJ_6",0.15
"P09813",0.316684308347821,1.23666666666667,"C3H.HeJ_6",-2.31
"O88451",0.00329540752755821,0.496666666666667,"C3H.HeJ_6",0
"Q9WUU7",0.0591472482800301,0.436666666666667,"C3H.HeJ_6",0.07
"P47757-4",0.1385362473425,-0.06,"C3H.HeJ_6",0.05
"Q9EST5-2",0.773259569888819,-0.0466666666666667,"C3H.HeJ_6",0.11
"Q9R0A0",0.649433919708655,-0.0666666666666667,"C3H.HeJ_6",0.15
"Q9DCX8",0.670663683958172,-0.06,"C3H.HeJ_6",-0.07
"Q9DBJ1",0.00429755961328743,0.56,"C3H.HeJ_6",0.03
"E9PV24",0.100921284460373,-0.283333333333333,"C3H.HeJ_6",0.46
"Q61990-2",0.183878025576469,-0.15,"C3H.HeJ_6",-0.14
"Q6ZWU9",0.968907312297013,0.01,"C3H.HeJ_6",0.07
"P49429",0.239771524260522,0.13,"C3H.HeJ_6",-0.2
"Q8VDM6",0.581176922026643,-0.0933333333333333,"C3H.HeJ_6",0.16
"Q9JLI0",0.0279874881739703,-0.186666666666667,"C3H.HeJ_6",0.15
"Q6A0A9",0.191336355138643,-0.0833333333333333,"C3H.HeJ_6",0
"Q9JHJ0",0.881864340092399,0.0266666666666667,"C3H.HeJ_6",0.48
"Q8R5J9",0.0625188155513063,0.546666666666667,"C3H.HeJ_6",-0.18
"Q99LX0",0.927497426986054,0.0133333333333333,"C3H.HeJ_6",0.09
"Q2TPA8",0.12218322787506,0.14,"C3H.HeJ_6",0.07
"Q9CR24",0.232575819590716,-0.0266666666666667,"C3H.HeJ_6",0.12
"A0A0A0MQF6",0.307367359914826,0.163333333333333,"C3H.HeJ_6",-0.37
"F8VQC1",1,0,"C3H.HeJ_6",0.02
"E9PVC5",0.80675416754488,-0.00666666666666667,"C3H.HeJ_6",0.01
"Q922Y1",0.476690186867545,0.1,"C3H.HeJ_6",0.31
"Q9CZR8",0.0474829649276404,-0.296666666666667,"C3H.HeJ_6",0.54
"F8WID5",0.200396135310478,-0.573333333333333,"C3H.HeJ_6",0.62
"Q9D898",0.203905989286527,0.1,"C3H.HeJ_6",-0.01
"P54797",0.0781147631933664,0.546666666666667,"C3H.HeJ_6",-0.51
"Q91X75",0.000490965156751669,0.94,"C3H.HeJ_6",-1.14
"O88696",0.147041902252918,0.16,"C3H.HeJ_6",0.07
"P20060",0.665505410375026,0.126666666666667,"C3H.HeJ_6",-0.34
"P28474",0.867412871167668,-0.0133333333333333,"C3H.HeJ_6",-0.17
